Ceyrek,Brut_Kar_Marji_%,FaalGid_BrutKar_%,FinansGid_Gelir_%,Cari_Oran,NetBorc_FAVOK,ROE_%,EPS,FK_Orani,Hisse
2024-09-30,6.88,101.49,2.38,2.36,0.19,2.96,0.1603,17.31,KNFRT
2024-12-31,6.63,79.08,0.08,2.17,-1.41,-14.08,-0.7146,-3.88,KNFRT
2025-03-31,6.16,199.8,0.59,2.87,0.86,-9.71,-0.4949,-5.61,KNFRT
2025-06-30,8.12,203.94,4.23,3.18,-0.61,-8.11,-0.405,-6.85,KNFRT
2025-09-30,6.87,104.88,0.1,1.39,0.86,-2.45,-0.128,-21.69,KNFRT
2024-06-30,,,,,,,,,KONTR
2024-09-30,,,,,,,,,KONTR
2024-12-31,3.08,55.74,7.01,1.33,3.83,-13.54,-0.4628,-4.81,KONTR
2025-03-31,18.76,68.11,24.54,1.03,3.52,5.8,0.2331,9.56,KONTR
2025-06-30,15.61,78.42,21.36,1.09,9.01,-3.72,-0.1533,-14.53,KONTR
2025-09-30,8.27,117.51,16.01,1.07,4.48,-10.94,-0.43,-5.18,KONTR
2025-12-31,-0.65,-650.91,3.41,0.96,18.59,-4.76,-0.2137,-10.42,KONTR
2024-06-30,,,,,,,,,KOPOL
2024-09-30,12.4,32.51,4.15,1.75,2.44,0.64,0.0179,87.77,KOPOL
2024-12-31,17.25,13.06,4.98,1.74,2.93,1.68,0.0495,31.67,KOPOL
2025-03-31,17.53,13.4,1.94,1.66,2.14,0.81,0.0258,60.87,KOPOL
2025-06-30,13.63,10.96,3.78,1.54,3.51,2.19,0.071,22.09,KOPOL
2025-12-31,1.23,333.23,7.28,1.49,-184.93,-2.93,-0.104,-15.07,KOPOL
2024-06-30,13.82,83.36,4.42,1.36,5.78,-0.3,-0.2141,-66.8,KORDS
2024-09-30,13.83,78.67,5.82,1.33,5.07,-1.87,-1.347,-10.62,KORDS
2024-12-31,7.42,168.07,7.45,0.96,-427.18,-6.12,-4.2465,-3.37,KORDS
2025-09-30,14.44,168.34,9.21,0.8,5.54,-2.61,-2.0468,-6.99,KORDS
2024-06-30,,,,,,,,,KRDMA
2024-09-30,3.53,93.23,2.15,1.29,0.79,-2.68,-5.385,-1.48,KRDMA
2024-12-31,6.0,34.33,1.19,1.31,0.59,-0.13,-0.2843,-28.11,KRDMA
2025-03-31,4.97,67.46,1.6,1.35,2.99,-2.69,-6.1647,-1.3,KRDMA
2025-06-30,5.46,52.03,2.95,1.4,1.04,2.22,5.4771,1.46,KRDMA
2025-09-30,9.13,32.22,2.68,1.46,1.76,-1.07,-2.8372,-2.82,KRDMA
2024-06-30,,,,,,,,,KRDMB
2024-09-30,3.53,93.23,2.15,1.29,0.79,-2.68,-10.8314,-1.2,KRDMB
2024-12-31,6.0,34.33,1.19,1.31,0.59,-0.13,-0.5718,-22.67,KRDMB
2025-03-31,4.97,67.46,1.6,1.35,2.99,-2.69,-12.3998,-1.05,KRDMB
2025-06-30,5.46,52.03,2.95,1.4,1.04,2.22,11.0168,1.18,KRDMB
2025-09-30,9.13,32.22,2.68,1.46,1.76,-1.07,-5.7068,-2.27,KRDMB
2024-06-30,,,,,,,,,KRDMD
2024-09-30,3.53,93.23,2.15,1.29,0.79,-2.68,-1.6585,-4.71,KRDMD
2024-12-31,6.0,34.33,1.19,1.31,0.59,-0.13,-0.0876,-89.15,KRDMD
2025-03-31,4.97,67.46,1.6,1.35,2.99,-2.69,-1.8987,-4.11,KRDMD
2025-06-30,5.46,52.03,2.95,1.4,1.04,2.22,1.6869,4.63,KRDMD
2025-09-30,9.13,32.22,2.68,1.46,1.76,-1.07,-0.8738,-8.93,KRDMD
2024-06-30,,,,,,,,,KRGYO
2024-09-30,,,,,,,,,KRGYO
2024-12-31,66.5,72.89,3.05,3.37,1.24,1.83,0.0222,31.54,KRGYO
2025-03-31,54.96,105.78,30.27,4.02,,-0.08,-0.0011,-618.9,KRGYO
2025-06-30,83.76,22.43,,6.36,,7.93,0.1221,5.73,KRGYO
2025-09-30,63.68,97.74,2.72,11.24,,0.12,0.0028,245.86,KRGYO
2025-12-31,31.09,82.4,1.25,9.54,,0.45,0.0109,64.35,KRGYO
2024-06-30,,,,,,,,,KRSTL
2024-09-30,,,,,,,,,KRSTL
2024-12-31,16.24,6.37,2.2,1.9,-0.21,5.36,0.3354,6.71,KRSTL
2025-03-31,14.04,20.38,5.41,0.9,0.28,2.53,0.1786,12.6,KRSTL
2025-06-30,15.55,13.63,4.42,0.91,0.16,4.55,0.3571,6.3,KRSTL
2025-09-30,13.52,15.32,4.78,1.0,0.16,6.64,0.6006,3.75,KRSTL
2025-12-31,12.51,23.56,1.47,1.01,0.31,1.36,0.1234,18.24,KRSTL
2024-06-30,5.49,61.61,16.42,1.39,2.49,-0.58,-0.2187,-31.07,KRTEK
2024-09-30,6.42,23.76,14.57,1.29,-8.24,-5.25,-2.0424,-3.33,KRTEK
2024-12-31,4.29,226.4,24.59,1.15,-6.74,-13.62,-5.0192,-1.35,KRTEK
2025-03-31,5.76,180.79,20.98,1.15,5.73,1.73,0.7163,9.49,KRTEK
2024-06-30,,,,,,,,,KTLEV
2024-09-30,,,,,,,,,KTLEV
2024-12-31,,,4.66,,,31.85,0.4608,33.61,KTLEV
2025-03-31,,,2.95,,,27.53,0.5357,28.91,KTLEV
2025-06-30,,,1.18,,,30.67,0.8222,18.84,KTLEV
2025-09-30,,,0.37,,,30.71,1.1913,13.0,KTLEV
2025-12-31,,,0.71,,,29.3,1.6111,9.61,KTLEV
2024-06-30,,,,,,,,,KTSKR
2024-09-30,14.13,18.75,5.64,2.21,-4.56,0.08,0.0723,272.59,KTSKR
2024-12-31,-0.36,-1229.1,1.04,2.05,-1.14,4.42,5.91,3.34,KTSKR
2025-03-31,-5.94,-43.1,1.2,5.19,,0.15,0.168,117.34,KTSKR
2025-06-30,-0.6,-315.85,1.4,9.63,-5.33,0.18,0.2195,89.81,KTSKR
2025-12-31,-20.01,-173.9,1.23,1.98,3.71,-1.72,-2.1364,-9.23,KTSKR
2024-06-30,,,,,,,,,KZBGY
2024-09-30,,,,0.87,-0.25,-4.54,-0.1776,-4.46,KZBGY
2024-12-31,33.22,15.06,0.95,3.01,0.07,12.32,0.496,1.6,KZBGY
2025-03-31,56.12,61.32,39.07,2.29,2.87,0.63,0.0282,28.11,KZBGY
2025-06-30,,,,2.17,0.09,37.83,1.805,0.44,KZBGY
2025-09-30,43.55,85.98,216.34,2.44,1.47,-1.25,-0.0634,-12.5,KZBGY
2024-06-30,,,,,,,,,LIDER
2024-09-30,9.28,66.29,32.84,3.44,0.44,0.22,0.0134,1755.5,LIDER
2024-12-31,6.64,48.17,22.93,5.14,0.18,7.48,0.7077,33.17,LIDER
2025-03-31,-2.12,-293.93,31.96,5.16,0.29,3.57,0.2945,79.7,LIDER
2025-06-30,9.85,54.69,43.52,6.65,0.15,12.52,1.2427,18.89,LIDER
2025-12-31,-1.93,-241.27,49.76,6.17,0.5,2.65,0.3049,77.0,LIDER
2024-06-30,,,,,,,,,LIDFA
2024-09-30,,,,,,,,,LIDFA
2024-12-31,,,138.93,,,10.47,0.1836,4.74,LIDFA
2025-03-31,,,160.83,,,8.98,0.173,5.03,LIDFA
2025-06-30,,,176.7,,,9.39,0.1997,4.36,LIDFA
2025-09-30,,,168.58,,,9.7,0.2317,3.76,LIDFA
2025-12-31,,,133.02,,,10.84,0.2859,3.04,LIDFA
2024-06-30,,,,,,,,,LILAK
2024-09-30,24.68,57.65,2.33,3.0,-0.62,4.22,0.793,10.17,LILAK
2024-12-31,27.23,59.84,2.37,3.54,-1.4,1.64,0.3296,24.47,LILAK
2025-03-31,30.42,53.65,2.13,2.54,-2.12,-0.01,-0.0016,-5166.5,LILAK
2025-06-30,30.49,52.52,1.52,3.43,-0.75,6.71,1.5783,5.11,LILAK
2025-12-31,28.04,62.81,1.81,5.89,-1.92,1.8,0.4962,16.25,LILAK
2024-06-30,,,,,,,,,LINK
2024-09-30,,,,,,,,,LINK
2024-12-31,43.64,18.66,0.09,2.15,-0.04,25.56,0.2849,5.39,LINK
2025-03-31,40.67,33.67,0.3,2.14,-0.01,3.26,0.0414,37.09,LINK
2025-06-30,48.54,36.06,0.24,2.93,-0.0,9.25,0.137,11.2,LINK
2025-09-30,12.48,63.24,0.1,2.76,-0.05,-1.66,-0.0261,-58.92,LINK
2025-12-31,16.67,140.0,0.36,4.5,-0.05,10.47,0.1906,8.05,LINK
2024-06-30,,,,,,,,,LKMNH
2024-09-30,,,,,,,,,LKMNH
2024-12-31,20.65,38.27,8.91,1.0,1.6,4.14,0.4783,8.41,LKMNH
2025-03-31,17.14,39.23,4.33,0.95,1.51,1.11,0.1114,36.07,LKMNH
2025-06-30,15.21,44.6,3.46,0.81,2.05,2.63,0.269,14.94,LKMNH
2025-09-30,18.21,32.56,3.09,0.76,2.22,1.31,0.1377,29.19,LKMNH
2025-12-31,19.6,49.66,2.87,0.77,2.42,1.3,0.1421,28.3,LKMNH
2024-06-30,,,,,,,,,LMKDC
2024-09-30,46.3,6.95,0.58,2.79,,12.94,0.9737,8.81,LMKDC
2024-12-31,42.05,10.1,0.74,3.71,,12.65,1.1468,7.48,LMKDC
2025-03-31,38.55,17.35,0.69,3.27,,4.21,0.4393,19.53,LMKDC
2025-06-30,40.42,13.24,0.46,3.41,,9.56,1.0619,8.08,LMKDC
2025-09-30,46.07,9.45,1.09,3.04,-0.48,9.55,1.2585,6.82,LMKDC
2024-06-30,,,,,,,,,LOGO
2024-09-30,,,,,,,,,LOGO
2024-12-31,218.9,91.17,14.08,1.14,-10.14,1.27,0.352,96.59,LOGO
2025-03-31,97.49,69.47,3.66,0.76,-0.16,24.12,7.6864,4.42,LOGO
2025-06-30,96.27,70.31,5.5,0.69,-0.26,9.02,2.9122,11.67,LOGO
2025-09-30,96.26,75.93,4.99,0.74,-0.3,6.8,2.5239,13.47,LOGO
2025-12-31,95.93,91.9,3.39,0.8,-0.85,3.52,1.3828,24.59,LOGO
2024-06-30,,,,,,,,,LRSHO
2024-09-30,21.32,45.71,4.29,3.36,-0.09,-36.95,-2.1752,-0.39,LRSHO
2024-12-31,31.97,38.33,10.38,2.54,0.08,15.25,1.134,0.75,LRSHO
2025-03-31,25.65,80.55,17.23,2.52,0.34,1.57,0.1257,6.76,LRSHO
2025-06-30,29.94,23.23,16.95,2.31,0.17,1.02,0.0885,9.61,LRSHO
2025-09-30,33.66,68.43,9.84,2.23,0.9,-1.61,-0.1474,-5.77,LRSHO
2024-06-30,-7.4,-584.88,0.57,1.91,-0.76,-9.87,-3.3747,-7.33,LUKSK
2024-09-30,85.68,11.22,12.03,1.52,0.23,7.66,3.0285,8.17,LUKSK
2024-12-31,-8.15,-266.08,1.86,1.37,0.87,-8.67,-3.4726,-7.13,LUKSK
2024-06-30,,,,,,,,,MAALT
2024-09-30,,,,,,,,,MAALT
2024-12-31,40.44,262.33,16.19,5.67,,0.75,2.8397,101.15,MAALT
2025-03-31,43.32,147.11,0.31,4.35,,-0.65,-2.0577,-139.59,MAALT
2025-06-30,42.17,161.47,0.01,2.75,,1.03,3.5052,81.95,MAALT
2025-09-30,42.32,208.23,0.47,0.5,,0.08,0.2938,977.6,MAALT
2025-12-31,42.69,38.76,,4.35,,0.3,1.714,167.59,MAALT
2024-06-30,,,,,,,,,MACKO
2024-09-30,67.42,27.52,0.31,2.83,-0.15,17.82,0.5912,13.7,MACKO
2024-12-31,69.55,19.14,0.4,5.61,-0.2,18.9,1.1127,7.28,MACKO
2025-03-31,75.19,31.12,0.74,4.33,-0.21,15.18,0.9238,8.77,MACKO
2025-06-30,70.22,28.44,0.95,2.47,-0.05,16.9,0.8848,9.15,MACKO
2025-12-31,62.58,39.65,4.71,2.84,-0.02,6.13,0.4241,19.1,MACKO
2024-06-30,,,,,,,,,MAGEN
2024-09-30,60.28,45.79,34.09,0.79,-3.67,-3.49,-0.1495,-80.91,MAGEN
2024-12-31,25.86,138.15,30.95,0.71,-0.64,-10.22,-0.4022,-30.09,MAGEN
2025-03-31,2.32,1247.79,40.77,0.54,0.92,2.66,0.1175,103.01,MAGEN
2025-06-30,24.5,45.03,39.59,0.54,2.17,0.47,0.0221,548.13,MAGEN
2025-09-30,43.28,45.59,21.01,0.49,6.86,-1.02,-0.0505,-239.54,MAGEN
2024-06-30,,,,,,,,,MAKIM
2024-09-30,32.95,37.33,1.26,2.91,-0.09,5.97,0.4549,8.77,MAKIM
2024-12-31,25.85,87.48,1.68,2.42,-0.17,-4.17,-0.4164,-9.58,MAKIM
2025-03-31,18.36,98.08,1.91,2.26,0.4,0.51,0.0427,93.41,MAKIM
2025-06-30,16.53,146.76,5.28,2.04,-0.84,-7.35,-0.6045,-6.6,MAKIM
2025-12-31,35.11,37.77,0.01,1.82,0.29,4.24,0.4249,9.39,MAKIM
2024-06-30,12.47,74.67,1.79,1.78,-0.29,-15.43,-0.6851,-4.9,MAKTK
2024-09-30,29.26,115.46,1.09,2.07,0.14,6.52,0.3323,10.11,MAKTK
2024-12-31,73.41,34.91,0.13,2.28,0.14,14.87,0.9144,3.67,MAKTK
2025-03-31,46.55,44.92,1.27,2.09,0.19,6.43,0.4586,7.33,MAKTK
2025-06-30,42.3,43.13,1.86,2.43,0.29,0.87,0.0669,50.25,MAKTK
2024-06-30,65.64,83.04,71.72,1.04,129.28,-8.92,-0.1571,-38.2,MANAS
2024-09-30,41.59,99.38,59.41,0.98,5.01,-5.26,-0.0958,-62.62,MANAS
2024-06-30,,,,,,,,,MARTI
2024-09-30,37.87,37.95,1.4,0.68,2.54,6.46,0.4313,0.87,MARTI
2025-06-30,24.05,162.51,17.85,0.2,5.59,1.67,0.1364,2.75,MARTI
2025-09-30,50.47,57.92,27.81,0.36,2.53,1.04,0.0915,4.1,MARTI
2024-07-31,,,,,,,,,MAVI
2024-10-31,50.73,73.23,5.69,1.73,-0.17,10.41,1.2336,8.69,MAVI
2025-01-31,47.55,84.2,5.64,1.72,-0.54,2.94,0.3781,28.35,MAVI
2025-04-30,52.19,73.51,5.8,1.64,-0.45,7.05,1.0541,10.17,MAVI
2025-07-31,50.37,84.03,7.21,1.56,-0.39,1.97,0.2909,36.86,MAVI
2025-10-31,51.97,69.86,4.35,1.59,-0.19,7.62,1.2666,8.46,MAVI
2024-06-30,,,,,,,,,MEDTR
2024-09-30,,,,,,,,,MEDTR
2024-12-31,36.07,103.9,3.14,3.38,-1.8,0.45,0.1095,64.46,MEDTR
2025-03-31,31.38,84.87,3.23,3.65,-3.37,-2.91,-0.5882,-12.0,MEDTR
2025-06-30,32.87,76.59,0.63,3.57,-1.5,-0.77,-0.1644,-42.96,MEDTR
2025-09-30,30.52,93.44,1.0,3.43,-0.82,0.95,0.2178,32.42,MEDTR
2025-12-31,27.92,92.57,1.75,3.36,-1.52,2.26,0.5513,12.81,MEDTR
2024-06-30,,,,,,,,,MEKAG
2024-09-30,,,,,,,,,MEKAG
2024-12-31,21.41,147.56,4.42,1.71,0.08,0.86,0.016,104.61,MEKAG
2025-03-31,25.32,78.87,0.67,1.68,-1.26,0.81,0.0128,130.94,MEKAG
2025-06-30,15.33,202.49,0.12,1.74,5.7,-3.64,-0.0585,-28.53,MEKAG
2025-09-30,21.12,125.51,0.25,1.76,-26.84,-2.44,-0.041,-40.74,MEKAG
2025-12-31,22.41,90.21,0.41,1.74,-8.77,0.82,0.0146,114.59,MEKAG
2024-06-30,,,,,,,,,MERCN
2024-09-30,16.9,85.04,17.38,1.12,2.85,-6.35,-0.5334,-8.0,MERCN
2024-12-31,21.47,55.85,10.85,1.14,0.87,4.8,0.4506,9.48,MERCN
2025-03-31,25.58,38.79,9.71,1.19,1.0,1.15,0.1212,35.22,MERCN
2025-06-30,26.51,70.95,11.71,1.04,1.99,1.88,0.2062,20.71,MERCN
2025-09-30,40.58,26.62,9.89,1.16,1.09,1.42,0.1678,25.45,MERCN
2024-06-30,,,,,,,,,MERIT
2024-09-30,89.59,47.76,3.25,1.38,,0.89,0.2492,16.67,MERIT
2024-12-31,95.7,38.81,1.61,3.05,,1.08,0.3135,13.25,MERIT
2025-03-31,98.47,89.93,0.0,4.26,,0.16,0.0524,79.23,MERIT
2025-06-30,94.26,97.04,0.0,13.34,,0.82,0.2797,14.86,MERIT
2025-09-30,95.35,23.21,0.0,2.28,,1.87,0.8709,4.77,MERIT
2024-09-30,18.69,69.61,8.95,1.85,-4.47,-0.6,-0.0655,-60.23,MERKO
2024-12-31,13.79,56.11,12.87,1.91,0.46,6.8,0.7653,5.16,MERKO
2025-03-31,1.98,654.15,19.71,1.91,1.29,3.83,0.4228,9.34,MERKO
2025-09-30,36.18,67.5,31.21,1.12,4.87,-1.43,-0.1961,-20.13,MERKO
2025-12-31,20.96,2.52,14.62,1.88,0.54,3.95,0.6662,5.93,MERKO
2024-06-30,-1.74,-820034.03,,3.39,,-4.99,-0.3663,-3.73,METRO
2024-09-30,,,,,,,,,METRO
2025-03-31,,-231.18,,2.45,,-0.91,-0.0636,-21.45,METRO
2025-06-30,,-153701.45,,3.16,,2.45,0.186,7.34,METRO
2024-06-30,,,,,,,,,MGROS
2024-09-30,,,,,,,,,MGROS
2024-12-31,24.58,89.68,7.88,0.81,-0.03,1.42,5.9617,25.03,MGROS
2025-03-31,24.25,96.35,6.71,0.8,0.14,1.53,5.5093,27.09,MGROS
2025-06-30,23.86,93.12,7.18,0.78,0.13,0.42,1.5781,94.58,MGROS
2025-09-30,25.13,79.41,6.21,0.81,-0.0,5.22,22.1745,6.73,MGROS
2025-12-31,24.0,87.09,6.74,0.79,0.09,1.39,6.1638,24.21,MGROS
2024-06-30,,,,,,,,,MNDRS
2024-09-30,-1.46,-308.09,7.27,1.54,3.52,-2.61,-0.9959,-3.52,MNDRS
2024-12-31,12.03,53.34,9.96,1.69,0.94,1.01,0.4127,8.49,MNDRS
2025-03-31,2.36,327.4,4.73,1.82,1.94,0.97,0.4405,7.96,MNDRS
2025-06-30,7.4,130.12,7.49,1.92,1.83,-1.62,-0.7676,-4.57,MNDRS
2025-09-30,13.43,16.91,3.64,2.14,0.77,1.91,0.9943,3.53,MNDRS
2024-06-30,,,,,,,,,MOBTL
2024-09-30,11.41,49.84,5.81,1.22,1.4,0.95,0.056,48.19,MOBTL
2024-12-31,10.05,75.68,4.84,1.19,0.54,3.42,0.2127,12.68,MOBTL
2025-03-31,11.18,57.13,4.68,1.17,1.83,0.12,0.0078,344.9,MOBTL
2025-06-30,10.5,48.87,6.21,1.26,1.57,0.01,0.0006,4581.36,MOBTL
2025-09-30,10.68,57.03,5.17,1.25,1.48,0.23,0.0171,158.19,MOBTL
2024-06-30,24.91,39.71,7.8,0.89,0.25,8.33,13.8956,7.79,MPARK
2024-09-30,29.95,28.65,6.93,0.87,0.19,13.59,27.2897,3.97,MPARK
2024-12-31,27.96,40.21,7.02,0.85,0.38,5.16,11.4402,9.46,MPARK
2025-03-31,27.5,38.46,7.33,0.98,0.47,4.48,11.4546,9.45,MPARK
2025-06-30,25.72,37.6,6.67,1.56,0.68,3.67,10.2283,10.58,MPARK
2024-06-30,,,,,,,,,MRGYO
2024-09-30,,,,,,,,,MRGYO
2024-12-31,88.47,0.12,90.64,1.05,6.49,0.04,0.0016,221.36,MRGYO
2025-03-31,-0.98,-663.89,701.65,0.74,0.19,12.9,0.6121,0.59,MRGYO
2025-06-30,88.44,27.28,14.55,0.8,15.26,0.1,0.0041,87.7,MRGYO
2025-09-30,94.38,14.87,,1.77,2.64,-0.04,-0.0017,-209.3,MRGYO
2025-12-31,74.45,22.89,86.67,1.62,5.48,0.2,0.0092,39.0,MRGYO
2024-06-30,37.5,60.94,6.13,1.04,-0.05,6.39,5.9003,59.32,MRSHL
2024-09-30,39.72,80.95,35.3,0.97,0.53,-22.82,-19.5412,-17.91,MRSHL
2024-12-31,19.11,134.59,20.86,0.89,0.41,-13.0,-10.5585,-33.15,MRSHL
2025-03-31,31.16,77.53,4.83,0.98,-0.0,6.44,6.1351,57.05,MRSHL
2025-06-30,51.11,55.58,12.2,0.99,0.49,-3.26,-3.1963,-109.5,MRSHL
2024-06-30,,,,,,,,,MSGYO
2024-09-30,89.19,50.12,2.96,2.3,,1.53,0.134,14.36,MSGYO
2024-12-31,77.34,9.54,,2.48,,-1.69,-0.1322,-14.56,MSGYO
2025-03-31,84.04,33.99,,2.62,,-0.16,-0.0133,-144.46,MSGYO
2025-06-30,100.0,45.14,0.01,2.37,,0.48,0.0444,43.4,MSGYO
2025-09-30,83.62,44.99,,2.05,,0.49,0.0473,40.69,MSGYO
2024-06-30,,,,,,,,,MTRKS
2024-09-30,32.71,3.51,0.01,1.86,-0.67,-2.33,-0.1141,-47.39,MTRKS
2024-12-31,44.71,33.06,0.26,1.84,0.18,9.4,0.5216,10.36,MTRKS
2025-03-31,25.08,23.48,0.0,1.82,0.14,6.95,0.4571,11.82,MTRKS
2025-06-30,27.85,19.52,0.0,1.99,-0.14,2.97,0.2128,25.4,MTRKS
2025-09-30,5.99,156.97,1.95,2.08,0.12,7.57,0.6306,8.57,MTRKS
2024-06-30,,,,,,,,,MTRYO
2024-09-30,2.33,35.77,,496.02,,-7.32,-0.6088,-4.02,MTRYO
2024-12-31,2.33,17.45,,466.57,,-1.87,-0.1617,-15.15,MTRYO
2025-03-31,7.17,16.49,,482.99,,-5.94,-0.5336,-4.59,MTRYO
2025-06-30,7.91,5.31,,471.61,,7.75,0.7997,3.06,MTRYO
2025-09-30,2.37,8.33,,69.43,,1.95,0.2211,11.08,MTRYO
2024-06-30,57.0,43.84,36.81,1.04,1.52,1.89,0.1458,12.14,NATEN
2024-09-30,68.79,106.65,43.17,1.01,-2.49,-5.36,-0.434,-4.08,NATEN
2024-12-31,64.95,-82.19,-56.49,0.8,-0.62,-12.18,-0.893,-1.98,NATEN
2025-03-31,10.78,294.34,22.57,0.64,0.87,2.22,0.1818,9.74,NATEN
2025-09-30,35.92,91.58,21.22,0.54,6.6,-1.38,-0.125,-14.16,NATEN
2024-06-30,,,,,,,,,NETAS
2024-09-30,7.23,101.56,2.22,0.73,17.18,-462.41,-1.0323,-14.05,NETAS
2024-12-31,6.1,112.27,1.77,0.76,11.13,-575.23,-0.3147,-46.07,NETAS
2025-03-31,8.52,98.67,3.08,0.74,18.37,128.86,-1.2274,-11.81,NETAS
2025-06-30,6.13,76.99,2.09,0.79,6.15,35.71,-0.4534,-31.98,NETAS
2025-09-30,6.4,111.52,2.84,0.76,-95.46,67.11,-2.3417,-6.19,NETAS
2024-06-30,,,,,,,,,NIBAS
2024-09-30,,,,,,,,,NIBAS
2024-12-31,-20.09,-103.74,8.3,1.4,-6.76,-1.57,-0.0394,-56.04,NIBAS
2025-03-31,25.59,264.63,7.13,2.12,-0.15,-0.37,-0.0079,-280.22,NIBAS
2025-06-30,23.75,174.34,3.14,2.85,0.18,-1.42,-0.0321,-68.7,NIBAS
2025-09-30,45.8,54.01,6.72,4.69,0.09,0.48,0.0115,192.64,NIBAS
2025-12-31,43.79,86.19,13.07,3.72,,-93.83,-1.2014,-1.84,NIBAS
2024-06-30,,,,,,,,,NTGAZ
2024-09-30,20.43,64.32,0.77,1.83,-0.08,2.11,0.0907,34.31,NTGAZ
2024-12-31,30.5,35.12,0.44,1.46,-0.01,5.01,0.3398,9.16,NTGAZ
2025-03-31,33.0,24.86,0.68,1.86,-0.15,8.2,0.5093,6.11,NTGAZ
2025-06-30,19.42,61.79,0.38,1.78,-0.19,1.35,0.0817,38.09,NTGAZ
2025-12-31,28.53,52.26,0.96,1.53,0.0,7.28,0.5322,5.85,NTGAZ
2024-06-30,,,,,,,,,NTHOL
2024-09-30,17.63,85.36,1.51,0.46,0.01,1.8,1.8195,5.77,NTHOL
2024-12-31,30.81,68.37,2.84,0.64,-0.08,2.46,2.7703,3.79,NTHOL
2025-03-31,30.25,64.43,7.64,0.6,-0.17,0.34,0.4213,24.9,NTHOL
2025-06-30,32.5,20.33,6.69,0.58,-0.22,0.4,0.5314,19.74,NTHOL
2025-09-30,38.58,31.27,6.81,0.62,-0.16,1.54,2.2042,4.76,NTHOL
2024-06-30,,,,,,,,,NUGYO
2024-09-30,,,,,,,,,NUGYO
2024-12-31,49.83,105.99,8.53,1.87,0.25,0.7,0.1106,20.72,NUGYO
2025-03-31,51.71,133.57,14.03,1.91,-2.34,-4.45,-0.737,-3.11,NUGYO
2025-06-30,80.89,163.87,29.83,1.97,-1.86,-0.65,-0.1158,-19.79,NUGYO
2025-09-30,62.25,143.76,15.34,1.93,-1.35,-0.01,-0.0026,-896.21,NUGYO
2025-12-31,37.75,64.23,6.06,3.32,,-4.77,-0.9143,-2.51,NUGYO
2024-06-30,,,,,,,,,NUHCM
2024-09-30,29.25,35.23,2.3,3.37,-0.54,5.21,6.2491,11.8,NUHCM
2024-12-31,27.48,40.4,1.45,3.59,-1.25,3.4,5.7668,12.79,NUHCM
2025-03-31,20.94,74.67,2.71,4.7,-2.64,-0.72,-0.9511,-77.54,NUHCM
2025-06-30,27.46,44.19,4.54,4.71,-1.43,1.47,2.0885,35.31,NUHCM
2025-12-31,26.69,46.3,1.16,4.45,-1.44,0.64,1.0408,70.86,NUHCM
2024-06-30,,,,,,,,,OBAMS
2024-09-30,8.83,96.91,0.03,3.48,0.65,-6.37,-0.2046,-9.76,OBAMS
2024-12-31,25.54,18.25,1.38,3.27,-2.68,3.82,0.1274,15.67,OBAMS
2025-03-31,15.48,58.84,0.08,3.97,15.76,1.88,0.0702,28.44,OBAMS
2025-06-30,3.52,149.64,0.04,4.63,-4.08,-4.01,-0.1567,-12.75,OBAMS
2025-09-30,12.58,73.26,0.05,4.65,2.51,-7.97,-0.3097,-6.45,OBAMS
2024-06-30,,,,,,,,,ODAS
2024-09-30,39.95,56.58,6.44,1.3,-0.46,-5.81,-0.5002,-3.07,ODAS
2024-12-31,9.67,88.77,9.49,1.27,-0.92,-1.34,-0.1251,-12.27,ODAS
2025-03-31,20.39,151.23,9.04,1.93,-0.13,-2.4,-0.2717,-5.65,ODAS
2025-06-30,16.49,86.39,11.13,1.58,0.22,-2.72,-0.3196,-4.8,ODAS
2025-09-30,21.4,73.96,10.75,2.35,-0.09,4.22,0.4711,3.26,ODAS
2024-06-30,,,,,,,,,ODINE
2024-09-30,29.65,156.78,0.63,3.48,-3.14,1.18,0.1552,1037.31,ODINE
2024-12-31,62.1,19.1,0.12,2.51,-0.38,20.4,3.4979,46.03,ODINE
2025-03-31,38.5,97.1,2.45,2.9,-2.49,0.63,0.1131,1423.46,ODINE
2025-06-30,-4.62,-986.45,1.47,2.92,381.12,-2.29,-0.4191,-384.12,ODINE
2025-09-30,11.22,240.85,1.6,2.57,-2.94,0.29,0.0532,3024.29,ODINE
2024-06-30,,,,,,,,,ONCSM
2024-09-30,,,,,,,,,ONCSM
2024-12-31,32.11,108.25,7.59,2.7,0.03,-2.67,-0.4014,-152.59,ONCSM
2025-03-31,43.39,55.68,3.44,3.6,-0.02,2.44,0.3157,193.99,ONCSM
2025-06-30,22.88,98.88,4.16,3.04,0.78,0.05,0.0066,9309.58,ONCSM
2025-09-30,45.72,59.83,6.42,2.5,0.26,4.57,0.703,87.12,ONCSM
2025-12-31,67.47,25.02,5.27,2.61,0.12,6.11,1.043,58.72,ONCSM
2024-06-30,,,,,,,,,ONRYT
2024-09-30,,,,,,,,,ONRYT
2024-12-31,35.75,39.63,10.12,11.4,56.43,1.13,0.4856,30.32,ONRYT
2025-03-31,36.35,48.2,3.3,8.95,-1.44,0.41,0.1478,99.6,ONRYT
2025-06-30,62.97,16.47,1.62,9.72,-0.81,1.83,0.7162,20.56,ONRYT
2025-09-30,-11.23,-151.23,2.85,4.41,0.77,-1.8,-0.7441,-19.79,ONRYT
