Ceyrek,Brut_Kar_Marji_%,FaalGid_BrutKar_%,FinansGid_Gelir_%,Cari_Oran,NetBorc_FAVOK,ROE_%,EPS,FK_Orani,Hisse
2025-09-30,20.05,80.75,1.05,1.01,0.58,3.47,8.8966,19.33,BIMAS
2025-12-31,19.25,80.92,1.08,1.03,0.68,4.46,12.4462,13.82,BIMAS
2024-06-30,,,,,,,,,BINHO
2024-09-30,,,,,,,,,BINHO
2024-12-31,99.99,-20.96,-1.67,4.09,0.0,-58.56,-4.1855,-0.51,BINHO
2025-03-31,,,,2.94,0.01,33.27,3.9127,0.54,BINHO
2025-06-30,,,,2.11,-0.02,-10.99,-1.2342,-1.72,BINHO
2025-09-30,,,,1.5,0.06,-5.31,-0.6083,-3.49,BINHO
2025-12-31,,,,0.91,0.0,-13.26,-1.3908,-1.53,BINHO
2024-06-30,,,,,,,,,BINBN
2024-09-30,,,,,,,,,BINBN
2024-12-31,125.63,-140.23,-52.36,11.12,0.16,-7.3,-1.3868,-29.15,BINBN
2025-03-31,10.48,136.0,5.91,14.14,-1.51,-2.13,-0.4358,-92.77,BINBN
2025-06-30,9.19,247.43,2.39,11.15,-3.35,-0.43,-0.0925,-437.15,BINBN
2025-09-30,20.83,393.2,0.7,9.43,2.55,-6.29,-1.3644,-29.63,BINBN
2025-12-31,-56.77,-221.3,6.42,12.22,0.19,-11.67,-2.391,-16.91,BINBN
2024-06-30,,,,,,,,,BIOEN
2024-09-30,0.51,3277.55,19.63,0.45,2.69,1.61,0.1256,34.94,BIOEN
2024-12-31,2.9,543.93,10.84,0.64,6.42,-3.15,-0.2519,-17.42,BIOEN
2025-03-31,4.24,518.72,16.44,0.57,11.09,-6.44,-0.529,-8.3,BIOEN
2025-06-30,5.6,369.29,15.49,0.53,44.85,-5.65,-0.4684,-9.37,BIOEN
2025-09-30,2.26,1013.41,17.46,0.46,5.29,-2.96,-0.2575,-17.05,BIOEN
2024-06-30,,,,,,,,,BIZIM
2024-09-30,,,,,,,,,BIZIM
2024-12-31,15.75,81.0,11.55,0.66,0.16,-54.6,-8.9064,-0.77,BIZIM
2025-03-31,16.38,98.52,11.68,0.64,0.22,-33.98,-3.3701,-2.03,BIZIM
2025-06-30,16.36,102.72,11.4,0.59,0.35,-126.68,-5.5321,-1.24,BIZIM
2025-09-30,12.82,127.64,10.75,0.58,0.09,-424.54,-15.963,-0.43,BIZIM
2025-12-31,16.86,98.8,10.32,0.54,0.33,9.85,0.4082,16.77,BIZIM
2024-08-31,-4.1,-534.96,37.26,0.61,1.16,8.35,-0.0465,-8.01,BJKAS
2024-11-30,-1.28,-480.79,40.06,0.64,0.72,-10.99,0.0612,6.09,BJKAS
2025-11-30,-72.02,-15.48,23.46,0.54,2.41,-28.81,-0.1686,-2.21,BJKAS
2024-06-30,,,,,,,,,BLCYT
2024-09-30,,,,,,,,,BLCYT
2024-12-31,-2.88,-571.45,3.95,10.65,-1.25,11.73,3.866,3.04,BLCYT
2025-03-31,16.94,62.42,0.02,12.76,-0.67,-4.46,-1.5472,-7.58,BLCYT
2025-06-30,-15.56,-5.09,0.02,16.76,-0.24,0.5,0.1846,63.57,BLCYT
2025-09-30,30.27,165.93,0.02,17.17,-0.49,-0.85,-0.3372,-34.8,BLCYT
2025-12-31,28.64,98.29,5.96,13.56,0.99,5.43,2.2999,5.1,BLCYT
2024-06-30,-0.62,-1502.71,3.36,1.11,-2.63,-5.45,-0.4748,-9.69,BMSCH
2024-09-30,0.6,1647.44,5.0,0.94,-2.49,-9.31,-0.8248,-5.58,BMSCH
2024-12-31,0.36,2014.42,2.94,0.79,-5.0,-5.54,-0.5332,-8.63,BMSCH
2025-06-30,8.85,89.82,4.59,0.76,33.38,-2.73,-0.2916,-15.77,BMSCH
2025-09-30,8.59,93.48,3.06,0.77,2.0,1.09,0.1267,36.31,BMSCH
2024-06-30,,,,,,,,,BMSTL
2024-09-30,12.2,99.85,5.06,1.12,5.25,-1.07,-0.0782,-281.33,BMSTL
2024-12-31,25.62,45.81,4.95,1.09,2.32,-1.12,-0.0852,-258.26,BMSTL
2025-03-31,10.01,120.03,3.28,1.03,116.22,-4.71,-0.3667,-59.99,BMSTL
2025-06-30,22.22,60.5,3.67,1.03,3.31,1.22,0.1019,215.99,BMSTL
2025-09-30,18.35,72.46,3.56,1.12,2.81,0.96,0.0841,261.71,BMSTL
2024-06-30,22.77,37.8,7.89,1.58,1.47,0.57,0.0298,52.96,BOSSA
2024-09-30,19.49,40.87,7.11,1.75,1.16,1.58,0.0904,17.46,BOSSA
2024-12-31,14.61,54.93,5.97,1.65,1.86,1.34,0.0821,19.22,BOSSA
2025-03-31,12.78,70.77,6.74,1.62,2.2,0.25,0.0171,92.33,BOSSA
2025-06-30,26.65,33.72,6.87,1.71,1.21,1.7,0.1235,12.77,BOSSA
2024-06-30,,,,,,,,,BRKVY
2024-09-30,,,,,,,,,BRKVY
2024-12-31,87.92,39.63,14.11,3.47,0.46,9.21,1.663,13.6,BRKVY
2025-03-31,86.79,45.47,12.41,3.28,0.67,7.19,1.3999,16.16,BRKVY
2025-06-30,87.14,37.81,15.92,2.82,0.71,8.54,1.7666,12.81,BRKVY
2025-09-30,87.46,48.44,19.15,2.64,0.99,5.26,1.1493,19.69,BRKVY
2025-12-31,85.32,39.45,22.08,2.37,1.14,5.58,1.2961,17.46,BRKVY
2024-06-30,33.43,62.13,0.96,2.33,-0.0,1.68,0.087,26.92,BRKSN
2024-09-30,30.54,89.65,0.98,2.65,0.5,-2.29,-0.1262,-18.56,BRKSN
2024-12-31,38.58,72.43,0.78,2.63,0.43,-5.33,-0.2969,-7.89,BRKSN
2025-03-31,32.1,86.81,0.72,2.67,-0.09,-0.95,-0.0583,-40.16,BRKSN
2025-06-30,34.48,74.25,0.89,2.66,0.15,1.4,0.1039,22.55,BRKSN
2024-06-30,,,,,,,,,BRLSM
2024-09-30,28.11,6.03,5.85,1.27,0.26,2.18,0.0993,42.8,BRLSM
2024-12-31,38.97,26.91,3.77,1.56,0.37,23.79,1.5009,2.83,BRLSM
2025-03-31,25.23,14.81,11.76,1.43,1.24,1.25,0.0875,48.56,BRLSM
2025-06-30,20.41,26.29,12.95,1.37,1.64,-2.38,-0.1729,-24.58,BRLSM
2025-09-30,14.92,13.23,10.63,1.38,1.67,-0.19,-0.0146,-290.19,BRLSM
2024-06-30,,,,,,,,,BRMEN
2024-09-30,48.78,89.16,6.02,1.06,1.0,-21.67,-0.0422,-54.5,BRMEN
2024-12-31,41.45,107.5,9.07,1.02,-0.45,3.17,0.0057,402.21,BRMEN
2025-03-31,29.61,167.48,2.51,0.93,0.07,-84.57,-0.0912,-25.22,BRMEN
2025-06-30,47.45,121.49,15.24,0.78,-0.03,8985.32,-0.1159,-19.85,BRMEN
2025-09-30,45.25,102.76,14.06,0.73,0.01,96.89,-0.0658,-34.97,BRMEN
2024-06-30,,,,,,,,,BRSAN
2024-09-30,,,,,,,,,BRSAN
2024-12-31,2.66,242.16,3.47,1.29,13.13,-1.79,-3.7983,-34.03,BRSAN
2025-03-31,5.21,117.36,3.98,1.23,3.76,-0.89,-2.0064,-64.42,BRSAN
2025-06-30,10.39,42.81,1.01,1.2,1.39,2.56,6.2234,20.77,BRSAN
2025-09-30,9.83,31.54,1.7,1.22,1.26,2.53,6.6037,19.57,BRSAN
2025-12-31,6.98,99.67,1.4,1.18,1.84,-0.7,-1.8509,-69.83,BRSAN
2024-06-30,,,,,,,,,BRYAT
2024-09-30,,,,100.47,,1.9,18.1977,30.92,BRYAT
2024-12-31,,,,4.8,,3.3,31.186,18.04,BRYAT
2025-03-31,,,,17.31,,1.31,12.8925,43.65,BRYAT
2025-06-30,,,,48.69,,1.53,15.0218,37.46,BRYAT
2025-09-30,,,,76.52,,1.37,14.742,38.17,BRYAT
2024-06-30,,,,,,,,,BSOKE
2024-09-30,-8.3,-92.52,30.3,0.62,1.46,-2.38,-0.0985,-83.83,BSOKE
2024-12-31,5.82,451.03,24.2,0.56,-94.86,-0.99,-0.0472,-174.92,BSOKE
2025-03-31,20.65,67.64,8.09,1.29,1.53,4.42,0.2993,27.6,BSOKE
2025-06-30,2.04,695.6,6.79,1.33,5.08,-1.42,-0.1022,-80.8,BSOKE
2025-12-31,7.89,154.75,8.8,1.16,4.35,-0.99,-0.078,-105.83,BSOKE
2024-06-30,,,,,,,,,BTCIM
2024-09-30,,,,,,,,,BTCIM
2024-12-31,16.09,59.63,17.49,1.12,-1.28,-1.92,-0.0581,-29.83,BTCIM
2025-03-31,17.2,60.55,16.31,1.16,1.4,1.48,0.05,34.67,BTCIM
2025-06-30,6.19,192.96,15.23,1.05,2.75,-2.06,-0.0724,-23.92,BTCIM
2025-09-30,10.62,90.2,12.83,1.09,1.9,0.43,0.0162,107.25,BTCIM
2025-12-31,6.84,150.51,16.79,1.02,-3.33,-0.92,-0.0362,-47.83,BTCIM
2024-06-30,16.21,44.97,2.39,3.18,-0.3,-3.25,-0.232,-6.72,BUCIM
2024-09-30,24.58,48.35,1.32,3.2,0.28,5.31,0.4369,3.57,BUCIM
2024-12-31,29.07,38.83,6.34,2.44,0.72,-0.68,-0.0578,-27.01,BUCIM
2025-03-31,6.88,208.03,0.6,1.99,2.78,-1.8,-0.1631,-9.56,BUCIM
2025-09-30,-2.14,-513.59,1.17,2.05,1.1,1.32,0.1371,11.38,BUCIM
2024-06-30,,,,1.13,,,,,BVSAN
2024-09-30,,,,,,,,,BVSAN
2024-12-31,69.25,14.16,2.91,1.2,0.18,10.15,4.9981,5.35,BVSAN
2025-03-31,23.83,117.74,12.51,1.17,0.16,3.65,1.9883,13.45,BVSAN
2025-06-30,34.86,46.72,9.98,1.24,98.3,3.03,1.7916,14.93,BVSAN
2025-09-30,26.95,35.75,9.25,1.13,0.36,1.15,0.7322,36.53,BVSAN
2024-06-30,,,,,,,,,CANTE
2024-09-30,38.31,36.01,5.32,1.79,0.0,-0.31,-0.0067,-58.79,CANTE
2024-12-31,-1.08,-785.96,16.39,1.67,-0.08,-1.61,-0.0362,-10.83,CANTE
2025-03-31,4.55,579.42,7.72,3.72,0.1,-1.13,-0.0296,-13.28,CANTE
2025-06-30,7.36,171.48,9.1,2.8,-0.11,-5.97,-0.1567,-2.5,CANTE
2025-09-30,8.65,103.78,15.87,2.91,0.74,-3.71,-0.0981,-4.0,CANTE
2024-06-30,,,,,,,,,CEMAS
2024-09-30,1.59,624.71,3.09,4.02,-1.39,-2.75,-0.1277,-9.14,CEMAS
2024-12-31,-28.09,-64.17,2.0,2.7,-2.37,-5.15,-0.2266,-5.15,CEMAS
2025-03-31,-22.57,-41.69,2.02,2.31,-0.5,-6.1,-0.2768,-4.22,CEMAS
2025-06-30,-32.77,-38.67,5.87,2.68,-3.57,-3.16,-0.156,-7.48,CEMAS
2025-09-30,-25.07,-48.39,1.5,2.74,-1.84,-3.25,-0.1681,-6.94,CEMAS
2024-06-30,,,,,,,,,CEMTS
2024-09-30,,,,,,,,,CEMTS
2024-12-31,5.92,140.41,0.8,4.01,-5.28,-0.16,-0.0219,-120.22,CEMTS
2025-03-31,13.21,82.21,0.93,3.68,-0.8,-2.85,-0.3098,-8.48,CEMTS
2025-06-30,17.69,45.75,1.0,4.37,-0.22,3.02,0.3585,7.33,CEMTS
2025-09-30,18.9,47.38,1.91,4.83,0.23,0.13,0.0162,162.33,CEMTS
2025-12-31,13.76,59.47,0.15,5.27,0.24,-2.15,-0.2804,-9.37,CEMTS
2024-06-30,,,,,,,,,CEOEM
2024-09-30,,,,,,,,,CEOEM
2024-12-31,5.85,124.16,0.01,3.26,-8.15,1.63,0.1635,33.27,CEOEM
2025-03-31,-95.04,-216.81,5.07,7.29,3.5,-9.49,-0.7273,-7.48,CEOEM
2025-06-30,5.38,74.48,0.01,1.72,-5.05,3.0,0.2514,21.64,CEOEM
2025-09-30,15.21,0.19,0.01,1.82,-3.34,3.42,0.319,17.06,CEOEM
2025-12-31,8.61,168.58,0.05,3.43,-5.73,2.23,0.2214,24.57,CEOEM
2024-06-30,28.3,30.9,5.19,1.28,0.39,7.69,1.8246,6.86,CIMSA
2024-09-30,29.91,27.15,11.31,1.2,0.24,6.23,1.64,7.64,CIMSA
2024-12-31,17.17,77.9,7.36,0.78,2.09,-1.19,-0.3122,-40.12,CIMSA
2025-03-31,15.43,71.12,4.95,1.16,2.68,1.09,0.287,43.64,CIMSA
2025-06-30,21.08,48.84,4.61,1.17,2.19,2.47,0.7584,16.52,CIMSA
2025-12-31,,,,,,,,,CIMSA
2024-06-30,,,,,,,,,CLEBI
2024-09-30,37.24,19.05,1.2,1.18,0.35,22.12,57.4215,7.87,CLEBI
2024-12-31,27.98,47.65,4.85,1.31,0.42,14.71,43.2504,10.45,CLEBI
2025-03-31,26.39,49.84,1.83,1.58,0.5,5.95,20.3967,22.16,CLEBI
2025-06-30,31.14,49.45,1.68,0.86,2.71,6.54,14.2384,31.75,CLEBI
2025-09-30,41.98,8.75,2.16,1.19,0.67,17.78,57.795,7.82,CLEBI
2024-06-30,0.3,837.09,1.95,0.79,0.43,-1.26,-3.1743,-135.54,CMBTN
2024-09-30,3.89,90.18,1.57,0.81,0.9,-0.07,-0.2012,-2138.23,CMBTN
2024-12-31,6.33,33.25,2.41,0.82,0.34,2.12,6.3043,68.25,CMBTN
2025-03-31,-1.88,-244.03,3.31,0.79,-7.14,-19.93,-54.3116,-7.92,CMBTN
2025-06-30,0.48,965.89,2.7,0.76,1.52,-23.16,-54.4718,-7.9,CMBTN
2024-06-30,19.31,47.9,0.75,2.13,-0.05,7.27,8.364,10.28,CMENT
2024-09-30,21.27,37.29,0.55,2.21,-0.23,0.68,0.8531,100.8,CMENT
2024-12-31,21.65,32.83,0.6,1.9,-0.57,2.92,3.7394,23.0,CMENT
2025-03-31,9.57,109.43,1.21,2.09,-1.31,-0.79,-1.0637,-80.85,CMENT
2025-06-30,15.19,65.17,0.93,1.95,-0.46,2.22,3.2612,26.37,CMENT
2024-06-30,,,,,,,,,CONSE
2024-09-30,16.93,64.62,24.7,0.47,1.86,-0.11,-0.0024,-370.7,CONSE
2024-12-31,16.35,72.23,24.37,0.39,3.47,7.09,0.1679,5.34,CONSE
2025-03-31,9.99,94.72,15.04,0.39,2.75,1.97,0.048,18.71,CONSE
2025-06-30,20.12,45.66,14.77,2.03,3.18,1.86,0.0449,19.97,CONSE
2025-09-30,14.42,85.13,16.33,1.8,2.92,1.93,0.0469,19.13,CONSE
2024-06-30,10.15,45.66,17.75,1.06,0.05,-27.67,-1.2447,-37.14,COSMO
2024-09-30,25.87,22.49,1.96,1.22,0.0,44.15,3.8691,11.95,COSMO
2024-06-30,43.29,34.12,,1.37,3.47,8.28,0.373,50.6,CRDFA
2024-09-30,45.69,32.63,,1.45,3.32,7.64,0.376,50.2,CRDFA
2024-12-31,46.76,59.64,,1.4,5.29,2.89,0.1467,128.69,CRDFA
2025-03-31,42.89,39.75,,1.31,4.94,12.07,0.7185,26.27,CRDFA
2024-06-30,22.41,110.67,12.36,0.67,0.86,-15.39,-6.3233,-4.87,CRFSA
2024-09-30,22.45,99.56,12.47,0.65,0.63,-11.81,-4.724,-6.51,CRFSA
2024-12-31,22.8,100.86,13.09,0.61,0.76,-26.65,-9.1513,-3.36,CRFSA
2025-03-31,23.21,120.66,14.35,0.6,1.21,-30.75,-8.5983,-3.58,CRFSA
2024-06-30,,,,,,,,,CUSAN
2024-09-30,26.41,20.98,11.31,1.72,3.17,-8.1,-1.101,-5.34,CUSAN
2024-12-31,4.9,620.9,17.88,1.29,4.15,-8.21,-1.1027,-5.33,CUSAN
2025-03-31,-2.46,-1359.22,10.03,1.2,-3.36,-17.24,-2.1937,-2.68,CUSAN
2025-06-30,10.97,220.21,9.59,0.83,-4.8,-18.76,-2.1257,-2.76,CUSAN
2025-09-30,14.37,145.31,12.23,0.67,18.04,-6.58,-0.8077,-7.27,CUSAN
2024-06-30,,,,,,,,,CVKMD
2024-09-30,,,,,,,,,CVKMD
2024-12-31,27.34,75.81,9.17,0.35,0.48,9.41,0.4376,17.32,CVKMD
2025-03-31,30.54,55.56,59.88,0.38,0.72,3.0,0.1587,47.76,CVKMD
2025-06-30,34.42,9.22,55.17,0.44,0.3,3.13,0.1819,41.68,CVKMD
2025-09-30,25.9,42.79,11.03,0.38,15.77,-1.55,-0.0962,-78.81,CVKMD
2025-12-31,20.73,44.56,12.02,0.36,0.7,-2.82,-0.1792,-42.3,CVKMD
2024-06-30,,,,,,,,,CWENE
2024-09-30,28.41,19.22,12.82,1.3,1.02,1.48,0.1131,65.36,CWENE
2024-12-31,22.44,33.01,5.56,1.49,1.5,-0.99,-0.1058,-69.89,CWENE
2025-03-31,22.49,35.94,15.36,1.41,3.27,2.8,0.2629,28.13,CWENE
2025-06-30,17.75,37.12,18.08,1.06,1.55,1.95,0.1991,37.14,CWENE
2025-12-31,19.24,52.68,3.14,1.15,2.63,4.71,0.6093,12.14,CWENE
2024-06-30,,,,,,,,,DAPGM
2024-09-30,,,,,,,,,DAPGM
2024-12-31,81.58,3.87,5.98,1.92,0.86,0.18,0.0095,394.31,DAPGM
2025-03-31,76.54,6.83,8.72,1.97,1.03,0.14,0.006,625.65,DAPGM
2025-06-30,77.73,9.14,7.3,2.14,0.49,4.61,0.2221,16.87,DAPGM
2025-09-30,80.66,5.13,11.43,2.34,0.34,2.55,0.1355,27.65,DAPGM
2025-12-31,66.75,10.01,16.98,2.27,0.55,0.23,0.0127,295.16,DAPGM
2024-06-30,,,,,,,,,DENGE
2024-09-30,52.62,49.74,,1.0,0.75,4.56,0.1118,5.52,DENGE
2024-12-31,5.74,368.94,16.05,0.91,-0.08,-37.8,-0.7117,-0.87,DENGE
2025-03-31,5.93,388.97,76.45,0.75,-5.75,-14.48,-0.2628,-2.35,DENGE
2025-06-30,5.66,310.07,13.6,0.96,-2.53,-6.15,-0.1413,-4.37,DENGE
2025-09-30,-10.59,-162.9,31.92,0.97,-0.72,-10.31,-0.2308,-2.68,DENGE
2024-06-30,,,,,,,,,DERHL
2024-09-30,,,,,,,,,DERHL
2024-12-31,17.32,47.98,7.26,1.69,2.85,0.52,0.0353,102.62,DERHL
2025-03-31,20.45,47.78,6.59,1.64,2.79,1.02,0.0784,46.26,DERHL
2025-06-30,24.58,34.65,7.71,1.57,2.18,0.32,0.0244,148.47,DERHL
2025-09-30,27.03,47.52,10.25,1.48,2.38,0.75,0.0627,57.79,DERHL
2025-12-31,26.49,44.31,11.08,1.36,2.92,-1.47,-0.1263,-28.69,DERHL
2024-06-30,,,,,,,,,DESA
2024-09-30,51.92,60.92,4.53,1.79,0.29,5.41,0.276,11.09,DESA
2024-12-31,57.92,57.93,4.77,2.32,0.32,1.59,0.0867,35.3,DESA
2025-03-31,53.51,68.68,4.04,2.87,-0.22,4.0,0.2487,12.32,DESA
2025-06-30,56.09,62.91,1.89,3.15,-0.07,3.42,0.2352,13.02,DESA
2025-09-30,59.69,66.78,1.66,2.86,0.22,3.07,0.232,13.2,DESA
2024-06-30,,,,,,,,,DESPC
2024-09-30,,,,,,,,,DESPC
2024-12-31,5.46,24.52,11.12,1.13,-0.0,0.88,0.1301,75.02,DESPC
2025-03-31,6.07,27.71,12.02,1.15,-0.0,1.32,0.2192,44.53,DESPC
2025-06-30,9.56,20.72,12.6,1.14,-0.1,1.54,0.2751,35.48,DESPC
2025-09-30,5.67,34.91,13.32,1.09,-0.22,3.66,0.7075,13.8,DESPC
2025-12-31,4.15,40.5,12.5,1.28,-0.04,-14.44,-2.5403,-3.84,DESPC
2024-06-30,,,,,,,,,DEVA
2024-09-30,,,,,,,,,DEVA
2024-12-31,36.71,79.56,19.78,1.61,1.43,-0.59,-0.8013,-19.41,DEVA
2025-03-31,37.18,83.83,15.06,1.69,0.94,0.08,0.0921,168.81,DEVA
2025-06-30,31.66,109.39,16.71,1.88,0.74,2.02,2.4967,6.23,DEVA
2025-09-30,32.43,107.04,13.8,1.71,0.93,-0.08,-0.1041,-149.43,DEVA
2025-12-31,30.09,104.08,11.96,1.65,1.19,-5.11,-6.7196,-2.31,DEVA
2024-06-30,,,,,,,,,DGATE
2024-09-30,,,,,,,,,DGATE
2024-12-31,4.83,35.29,4.14,1.11,0.0,-5.09,-0.4046,-48.79,DGATE
2025-03-31,4.29,54.32,6.13,1.12,-0.08,-8.66,-0.6978,-28.29,DGATE
2025-06-30,10.3,29.78,1.9,1.11,-2.23,-8.51,-0.669,-29.5,DGATE
2025-09-30,6.16,31.93,0.98,1.06,-3.68,0.05,0.0038,5170.21,DGATE
2025-12-31,7.63,26.29,2.67,1.03,1.04,19.04,2.0918,9.44,DGATE
2024-06-30,,,,,,,,,DGGYO
2024-09-30,,,,,,,,,DGGYO
2024-12-31,81.12,13.16,43.49,0.11,1.02,1.7,0.7196,9.9,DGGYO
2025-03-31,81.91,12.21,32.55,0.14,5.19,-0.76,-0.2675,-26.61,DGGYO
2025-06-30,85.78,12.42,27.22,0.17,-14.54,-0.37,-0.1373,-51.85,DGGYO
2025-09-30,85.44,15.89,21.95,0.05,3.05,1.36,0.5506,12.93,DGGYO
2025-12-31,81.77,5.13,32.92,0.05,3.28,-1.94,-0.8056,-8.84,DGGYO
2024-06-30,,,,,,,,,DGNMO
2024-09-30,38.3,77.55,3.56,0.77,1.55,0.15,0.0126,77.11,DGNMO
2024-12-31,20.15,196.28,8.68,0.55,-1.18,-20.26,-1.8719,-0.52,DGNMO
2025-03-31,31.58,112.85,16.05,0.6,2.33,-9.18,-0.8568,-1.14,DGNMO
2025-06-30,18.77,190.65,16.57,0.47,-6.96,-34.9,-2.5969,-0.38,DGNMO
2025-09-30,18.59,167.02,20.07,0.43,4.35,-20.81,-1.3776,-0.71,DGNMO
2024-06-30,,,,,,,,,DITAS
2024-09-30,7.34,229.6,12.04,0.74,3.65,-55.81,-0.9588,-11.72,DITAS
2024-12-31,0.56,4859.18,4.24,0.69,1.93,-17.79,-0.233,-48.23,DITAS
2025-03-31,10.86,209.55,18.87,0.67,19.03,-64.15,-0.5636,-19.94,DITAS
2025-06-30,-2.17,-1063.59,15.93,0.58,-6.67,-9557.15,-0.9217,-12.2,DITAS
2025-09-30,10.72,134.49,4.76,0.58,1.94,-3.59,-0.208,-54.03,DITAS
2024-06-30,,,,,,,,,DMSAS
2024-09-30,,,,,,,,,DMSAS
2024-12-31,24.35,38.4,11.26,0.78,-0.95,-4.09,-0.236,-9.74,DMSAS
2025-03-31,3.38,289.16,7.85,0.76,4.23,-1.34,-0.0839,-27.41,DMSAS
2025-06-30,16.76,62.58,7.54,0.77,3.42,-4.07,-0.2602,-8.84,DMSAS
2025-09-30,6.83,126.52,7.25,0.75,2.0,-1.37,-0.0924,-24.9,DMSAS
2025-12-31,11.14,124.27,7.09,0.75,7.67,-9.07,-0.5899,-3.9,DMSAS
2024-06-30,,,,,,,,,DNISI
2024-09-30,,,,,,,,,DNISI
2024-12-31,22.93,51.24,19.97,3.83,-0.43,-4.1,-0.4664,-10.59,DNISI
2025-03-31,11.84,89.82,11.65,4.51,-0.22,-2.36,-0.2202,-22.43,DNISI
2025-06-30,10.98,96.5,1.75,4.77,-0.17,-1.05,-0.1026,-48.13,DNISI
2025-09-30,9.68,99.93,2.96,3.88,0.0,-1.55,-0.1605,-30.78,DNISI
2025-12-31,17.7,76.38,2.28,4.0,0.07,6.23,0.7215,6.85,DNISI
2024-06-30,,,,,,,,,DOAS
2024-09-30,,,,,,,,,DOAS
2024-12-31,15.01,76.64,1.49,1.58,0.18,2.26,7.3841,6.68,DOAS
2025-03-31,16.17,59.33,1.7,1.27,1.01,1.05,2.6218,18.82,DOAS
2025-06-30,11.03,44.92,2.73,1.28,1.0,3.5,9.618,5.13,DOAS
2025-09-30,13.46,53.27,3.02,1.38,1.06,3.16,9.6365,5.12,DOAS
2025-12-31,10.83,91.47,2.83,1.43,2.42,-2.85,-8.6865,-5.68,DOAS
2024-09-30,,,,,,,,,DOCO
2024-12-31,22.78,62.03,0.94,1.23,0.52,7.59,2.6176,862.68,DOCO
2025-03-31,43.43,77.99,1.25,1.2,0.8,4.86,1.7718,1274.51,DOCO
2025-06-30,22.06,61.46,0.92,1.26,0.52,6.49,2.4391,925.79,DOCO
2025-09-30,22.67,62.04,0.92,1.23,0.37,6.39,2.4273,930.31,DOCO
2025-12-31,22.63,60.72,0.82,1.33,0.16,6.94,2.8352,796.47,DOCO
2024-06-30,,,,,,,,,DOHOL
2024-09-30,,,,,,,,,DOHOL
2024-12-31,15.7,106.37,9.48,1.7,0.47,1.53,0.493,10.68,DOHOL
2025-03-31,15.47,85.9,5.42,1.69,0.63,-0.75,-0.202,-26.06,DOHOL
2025-06-30,16.27,78.8,5.33,1.69,0.17,0.1,0.0293,179.61,DOHOL
2025-09-30,18.56,76.19,6.48,1.7,1.27,0.16,0.0494,106.53,DOHOL
2025-12-31,21.56,70.62,3.78,1.57,1.06,2.6,0.846,6.22,DOHOL
2024-06-30,,,,,,,,,DURDO
2024-09-30,41.63,45.01,5.4,1.1,0.94,0.91,0.0237,38.71,DURDO
2024-12-31,25.08,86.13,4.54,1.21,1.27,0.04,0.0011,821.27,DURDO
2025-03-31,4.39,450.41,6.92,1.2,-7.74,-5.68,-0.1598,-5.74,DURDO
2025-06-30,19.21,99.79,7.41,1.15,7.42,-6.94,-0.1934,-4.74,DURDO
2025-09-30,26.17,74.3,5.32,1.18,1.63,-1.99,-0.0585,-15.69,DURDO
2024-06-30,18.59,100.17,10.21,0.9,1.9,4.42,0.6845,4.94,DYOBY
2024-09-30,27.2,69.39,14.49,0.84,2.95,-1.61,-0.2673,-12.66,DYOBY
2024-12-31,35.13,56.48,15.67,0.77,3.55,-3.33,-0.6636,-5.1,DYOBY
2025-03-31,34.17,59.68,14.32,0.82,2.48,0.15,0.0327,103.53,DYOBY
2025-06-30,27.21,123.63,18.85,0.69,-5.96,-7.77,-1.6834,-2.01,DYOBY
2024-06-30,,,,,,,,,DZGYO
2024-09-30,63.38,19.19,1.56,2.42,-2.64,0.53,0.0462,41.03,DZGYO
2024-12-31,43.75,44.37,1.89,2.64,0.01,9.67,0.9955,1.9,DZGYO
2025-03-31,37.37,373.76,8.31,38.03,-0.4,-0.42,-0.047,-40.34,DZGYO
2025-06-30,36.99,155.37,13.7,30.91,-0.3,0.41,0.0488,38.83,DZGYO
2025-09-30,87.61,35.4,2.87,29.78,-1.07,1.11,0.1446,13.11,DZGYO
2024-06-30,,,,,,,,,EBEBK
2024-09-30,39.17,61.11,0.75,1.3,0.08,3.44,0.7744,19.97,EBEBK
2024-12-31,37.21,76.84,0.93,1.2,0.08,-2.13,-0.487,-31.75,EBEBK
2025-03-31,31.13,100.12,1.17,1.15,0.49,-1.15,-0.2869,-53.9,EBEBK
2025-06-30,39.03,65.8,1.02,1.13,1.02,-0.44,-0.1149,-134.58,EBEBK
2025-12-31,37.06,72.69,1.06,1.09,0.39,0.32,0.0922,167.76,EBEBK
2024-06-30,,,,,,,,,ECILC
2024-09-30,,,,,,,,,ECILC
2024-12-31,18.83,170.83,12.09,2.02,0.23,0.17,0.1495,197.6,ECILC
2025-03-31,34.33,146.84,9.98,2.38,-0.18,3.02,2.2453,13.16,ECILC
2025-06-30,23.21,187.12,6.54,2.16,-0.37,0.56,0.4362,67.75,ECILC
2025-09-30,31.9,122.85,9.85,2.35,-0.37,0.86,0.7233,40.85,ECILC
2025-12-31,41.32,91.42,9.15,2.01,-0.42,-0.79,-0.7029,-42.04,ECILC
2024-06-30,,,,,,,,,ECZYT
2024-09-30,,,,,,,,,ECZYT
2024-12-31,,,,103.59,-0.38,-0.26,-0.5045,-146.18,ECZYT
2025-03-31,,,,31.21,-0.47,1.81,3.9586,18.63,ECZYT
