Brut_Kar_Marji_%,BKM_Gecti,FaalGid_BrutKar_%,FGBK_Gecti,FinansGid_Gelir_%,FGG_Gecti,Cari_Oran,CO_Gecti,NetBorc_FAVOK,NB_Gecti,ROE_%,ROE_Gecti,Toplam_Puan,Maks_Puan,Hisse,Borsa,FK_Orani,FK_Gecti,EPS_Surekli_Artis,Icsel_Deger
32.75,HAYIR,26.87,EVET,3.65,EVET,1.39,HAYIR,0.12,EVET,7.31,HAYIR,3,8,ASELS,BIST,21.26,HAYIR,HAYIR,396.7
59.1,EVET,90.44,HAYIR,3.26,EVET,9.01,HAYIR,-0.3,EVET,-1.07,HAYIR,3,8,ATAGY,BIST,-19.77,HAYIR,HAYIR,
16.39,HAYIR,276.37,HAYIR,1.46,EVET,1.87,EVET,0.44,EVET,-12.94,HAYIR,3,8,MGIH,NASDAQ,,,,
6.38,HAYIR,192.64,HAYIR,0.65,EVET,1.87,EVET,-29.46,EVET,-3.81,HAYIR,3,8,NAII,NASDAQ,,,,
1.02,HAYIR,125.84,HAYIR,0.05,EVET,1.54,EVET,2.19,EVET,-4.45,HAYIR,3,8,BANL,NASDAQ,,,,
28.49,HAYIR,108.45,HAYIR,3.39,EVET,1.59,EVET,-8.43,EVET,0.59,HAYIR,3,8,NWGL,NASDAQ,,,,
50.68,EVET,145.41,HAYIR,,,1.55,EVET,2.47,EVET,-5.77,HAYIR,3,8,IPM,NASDAQ,,,,
46.06,EVET,42.01,HAYIR,13.62,EVET,,,3.91,EVET,1.75,HAYIR,3,8,USEA,NASDAQ,,,,
80.8,EVET,36.84,HAYIR,,,2.0,EVET,-1.14,EVET,5.68,HAYIR,3,8,ANNAW,NASDAQ,,,,
-7782.61,HAYIR,-430.48,EVET,,,1.74,EVET,0.16,EVET,-33.82,HAYIR,3,8,REE,NASDAQ,,,,
-0.11,HAYIR,-356800.12,EVET,2.57,EVET,9.35,HAYIR,-0.11,EVET,-42.75,HAYIR,3,8,FAMI,NASDAQ,,,,
65.45,EVET,449.38,HAYIR,3.94,EVET,0.99,HAYIR,0.17,EVET,-10.28,HAYIR,3,8,CTXR,NASDAQ,,,,
,,-1584.65,EVET,,,1.59,EVET,0.09,EVET,-125.15,HAYIR,3,8,MODD,NASDAQ,,,,
115.11,EVET,-4183.04,EVET,-1.85,EVET,3.53,HAYIR,,,-58.04,HAYIR,3,8,AUID,NASDAQ,,,,
-11.23,HAYIR,-260.69,EVET,3.48,EVET,0.94,HAYIR,-0.94,EVET,-1.85,HAYIR,3,8,ATEKS,BIST,-12.45,HAYIR,HAYIR,
67.16,EVET,186.74,HAYIR,,,1.97,EVET,0.43,EVET,-51.72,HAYIR,3,8,NWTG,NASDAQ,,,,
200.0,EVET,4626.84,HAYIR,6.32,EVET,0.14,HAYIR,0.04,EVET,-75.73,HAYIR,3,8,KXIN,NASDAQ,,,,
-383.33,HAYIR,-3445.34,EVET,1121.43,HAYIR,0.64,HAYIR,0.11,EVET,86.07,EVET,3,8,COCH,NASDAQ,,,,
,,-489742.64,EVET,,,0.17,HAYIR,0.07,EVET,87.1,EVET,3,8,SDSTW,NASDAQ,,,,
-92483.78,HAYIR,-504.36,EVET,,,0.53,HAYIR,-0.39,EVET,285.8,EVET,3,8,FFAIW,NASDAQ,,,,
64.59,EVET,115.13,HAYIR,3.93,EVET,0.49,HAYIR,-2.71,EVET,-31.19,HAYIR,3,8,ONFOW,NASDAQ,,,,
61.81,EVET,494.98,HAYIR,27.95,HAYIR,0.16,HAYIR,-0.84,EVET,114.83,EVET,3,8,CELUW,NASDAQ,,,,
59.47,EVET,156.99,HAYIR,0.12,EVET,3.01,HAYIR,0.6,EVET,-16.1,HAYIR,3,8,PRENW,NASDAQ,,,,
8.85,HAYIR,74.14,HAYIR,0.01,EVET,1.96,EVET,-1.51,EVET,5.66,HAYIR,3,8,GVH,NASDAQ,,,,
-375.33,HAYIR,-2309.09,EVET,,,0.56,HAYIR,-0.61,EVET,159.23,EVET,3,8,KWMWW,NASDAQ,,,,
100.0,EVET,1207.32,HAYIR,,,13.15,HAYIR,0.26,EVET,304.67,EVET,3,8,SRZNW,NASDAQ,,,,
68.23,EVET,247.7,HAYIR,,,1.71,EVET,0.09,EVET,-92.26,HAYIR,3,8,NUWE,NASDAQ,,,,
28.46,HAYIR,1154.1,HAYIR,4.2,EVET,1.7,EVET,0.09,EVET,-66.78,HAYIR,3,8,ASNS,NASDAQ,,,,
-11.12,HAYIR,-672.0,EVET,0.43,EVET,2.18,HAYIR,0.1,EVET,-19.21,HAYIR,3,8,VEEE,NASDAQ,,,,
,,-20944.74,EVET,,,0.31,HAYIR,-0.29,EVET,73.2,EVET,3,8,TVGNW,NASDAQ,,,,
99.97,EVET,166.4,HAYIR,13.78,EVET,2.08,HAYIR,-0.06,EVET,2.57,HAYIR,3,8,SHFSW,NASDAQ,,,,
,,-2257.69,EVET,,,1.61,EVET,0.36,EVET,-28.81,HAYIR,3,8,XRTX,NASDAQ,,,,
99.97,EVET,166.4,HAYIR,13.78,EVET,2.08,HAYIR,-0.06,EVET,2.57,HAYIR,3,8,SHFS,NASDAQ,,,,
54.79,EVET,61.49,HAYIR,6.59,EVET,0.35,HAYIR,2.1,EVET,-3.48,HAYIR,3,8,MIGI,NASDAQ,,,,
42.31,EVET,355.71,HAYIR,,,1.99,EVET,0.21,EVET,-20.26,HAYIR,3,8,MSAIW,NASDAQ,,,,
-1094.35,HAYIR,-1824.14,EVET,814.24,HAYIR,0.06,HAYIR,-0.38,EVET,216.13,EVET,3,8,HCWB,NASDAQ,,,,
69.35,EVET,139.11,HAYIR,2.64,EVET,1.28,HAYIR,0.21,EVET,-116.32,HAYIR,3,8,TRUG,NASDAQ,,,,
26.61,HAYIR,586.0,HAYIR,3.26,EVET,1.69,EVET,0.26,EVET,-58.33,HAYIR,3,8,VSME,NASDAQ,,,,
27.73,HAYIR,276.65,HAYIR,13.83,EVET,0.37,HAYIR,-0.89,EVET,229.26,EVET,3,8,DRCT,NASDAQ,,,,
30.53,HAYIR,19.34,EVET,0.02,EVET,6.21,HAYIR,-0.03,EVET,5.48,HAYIR,3,8,CISS,NASDAQ,,,,
86.16,EVET,500.2,HAYIR,0.0,EVET,2.92,HAYIR,0.21,EVET,-113.36,HAYIR,3,8,BYAH,NASDAQ,,,,
45.71,EVET,102.53,HAYIR,0.57,EVET,3.18,HAYIR,-15.36,EVET,0.3,HAYIR,3,8,JDZG,NASDAQ,,,,
51.14,EVET,102.44,HAYIR,0.03,EVET,0.24,HAYIR,0.22,EVET,-0.49,HAYIR,3,8,VSA,NASDAQ,,,,
,,-47777.78,EVET,,,1.53,EVET,0.47,EVET,-151.62,HAYIR,3,8,GCTK,NASDAQ,,,,
68.48,EVET,2679.34,HAYIR,26.5,HAYIR,0.05,HAYIR,-0.07,EVET,145.38,EVET,3,8,SCLXW,NASDAQ,,,,
20.56,HAYIR,22.79,EVET,0.45,EVET,2.85,HAYIR,-0.65,EVET,6.76,HAYIR,3,8,TANH,NASDAQ,,,,
52.02,EVET,714.59,HAYIR,29.87,HAYIR,0.74,HAYIR,-0.42,EVET,320.24,EVET,3,8,NVVE,NASDAQ,,,,
-0.65,HAYIR,-2110.02,EVET,0.1,EVET,3.56,HAYIR,1.57,EVET,-10.2,HAYIR,3,8,NXPLW,NASDAQ,,,,
-14.88,HAYIR,-1788.37,EVET,12.46,EVET,0.61,HAYIR,0.14,EVET,-4.69,HAYIR,3,8,XTLB,NASDAQ,,,,
41.69,EVET,1553.18,HAYIR,6.99,EVET,0.21,HAYIR,-0.27,EVET,-2.6,HAYIR,3,8,OSRHW,NASDAQ,,,,
17.42,HAYIR,26.58,EVET,0.43,EVET,6.8,HAYIR,1.47,EVET,11.85,HAYIR,3,8,BTBDW,NASDAQ,,,,
-115.85,HAYIR,-156.67,EVET,61.81,HAYIR,0.21,HAYIR,-1.2,EVET,161.05,EVET,3,8,KITTW,NASDAQ,,,,
-499.25,HAYIR,-51.97,EVET,1.29,EVET,1.27,HAYIR,-17.85,EVET,-309.89,HAYIR,3,8,ENSC,NASDAQ,,,,
7.46,HAYIR,25.68,EVET,1.32,EVET,0.35,HAYIR,3.71,EVET,8.97,HAYIR,3,8,COOTW,NASDAQ,,,,
27.91,HAYIR,99.91,HAYIR,0.06,EVET,1.66,EVET,-0.12,EVET,-19.04,HAYIR,3,8,MTEN,NASDAQ,,,,
-39.81,HAYIR,-36.47,EVET,8.66,EVET,0.95,HAYIR,-0.25,EVET,-52.0,HAYIR,3,8,FRGT,NASDAQ,,,,
20.55,HAYIR,13.15,EVET,2.89,EVET,0.9,HAYIR,1.15,EVET,-54.29,HAYIR,3,8,BZFDW,NASDAQ,,,,
14.75,HAYIR,218.8,HAYIR,4.08,EVET,1.71,EVET,-3.73,EVET,-5.92,HAYIR,3,8,WOK,NASDAQ,,,,
29.24,HAYIR,138.76,HAYIR,0.13,EVET,1.84,EVET,-2.3,EVET,-9.69,HAYIR,3,8,CCTG,NASDAQ,,,,
-383.33,HAYIR,-3445.34,EVET,1121.43,HAYIR,0.64,HAYIR,0.11,EVET,86.07,EVET,3,8,COCHW,NASDAQ,,,,
65.23,EVET,117.38,HAYIR,0.43,EVET,2.46,HAYIR,-1.08,EVET,-5.73,HAYIR,3,8,WGSWW,NASDAQ,,,,
,,-224795.04,EVET,,,1.66,EVET,0.15,EVET,-168.37,HAYIR,3,8,SHPH,NASDAQ,,,,
-902.58,HAYIR,-29.4,EVET,0.27,EVET,2.17,HAYIR,0.04,EVET,-80.03,HAYIR,3,8,GNLN,NASDAQ,,,,
-4.07,HAYIR,-327.19,EVET,2.21,EVET,2.89,HAYIR,-0.07,EVET,-40.03,HAYIR,3,8,AEHL,NASDAQ,,,,
-49.15,HAYIR,-5331.3,EVET,75.64,HAYIR,0.41,HAYIR,-0.17,EVET,1595.68,EVET,3,8,MNTS,NASDAQ,,,,
92.62,EVET,5.42,EVET,58.1,HAYIR,,,,,31.1,EVET,3,8,GECCI,NASDAQ,,,,
3.26,HAYIR,83.41,HAYIR,0.26,EVET,1.58,EVET,1.31,EVET,2.68,HAYIR,3,8,IZM,NASDAQ,,,,
69.07,EVET,1112.26,HAYIR,9.9,EVET,1.42,HAYIR,,,160.09,EVET,3,8,OFAL,NASDAQ,,,,
100.0,EVET,50.79,HAYIR,12.63,EVET,28.22,HAYIR,-4.56,EVET,2.55,HAYIR,3,8,MRLN,NASDAQ,,,,
26.44,HAYIR,9.85,EVET,0.69,EVET,2.54,HAYIR,0.31,EVET,7.01,HAYIR,3,8,HXHX,NASDAQ,,,,
69.55,EVET,69.38,HAYIR,12.03,EVET,7.63,HAYIR,3.6,EVET,1.12,HAYIR,3,8,OXLCG,NASDAQ,,,,
,,-85299.35,EVET,,,8.56,HAYIR,1.7,EVET,72.33,EVET,3,8,ADVB,NASDAQ,,,,
-12.47,HAYIR,-250.77,EVET,1.49,EVET,14.72,HAYIR,-0.22,EVET,-23.43,HAYIR,3,8,JCTC,NASDAQ,,,,
49.11,EVET,100.76,HAYIR,0.71,EVET,1.37,HAYIR,1.21,EVET,8.36,HAYIR,3,8,HTCR,NASDAQ,,,,
44.05,EVET,409.36,HAYIR,0.85,EVET,0.43,HAYIR,0.01,EVET,-26.34,HAYIR,3,8,IPDN,NASDAQ,,,,
69.26,EVET,196.45,HAYIR,1.42,EVET,3.83,HAYIR,-0.02,EVET,18.71,HAYIR,3,8,DAVEW,NASDAQ,,,,
76.9,EVET,174.87,HAYIR,0.85,EVET,1.26,HAYIR,0.16,EVET,-15.96,HAYIR,3,8,BKYI,NASDAQ,,,,
69.55,EVET,69.38,HAYIR,12.03,EVET,,,3.6,EVET,1.12,HAYIR,3,8,OXLCI,NASDAQ,,,,
50.24,EVET,129.63,HAYIR,3.56,EVET,4.21,HAYIR,-3.4,EVET,-266.34,HAYIR,3,8,SCKT,NASDAQ,,,,
16.06,HAYIR,159.25,HAYIR,12.12,EVET,1.56,EVET,-0.45,EVET,-30.44,HAYIR,3,8,LOBO,NASDAQ,,,,
-39.87,HAYIR,-29.05,EVET,2.24,EVET,13.9,HAYIR,-0.09,EVET,-17.72,HAYIR,3,8,CNEY,NASDAQ,,,,
-323.17,HAYIR,-114.8,EVET,7.04,EVET,1.21,HAYIR,-1.54,EVET,-24.41,HAYIR,3,8,WKHS,NASDAQ,,,,
-3904.3,HAYIR,-125.33,EVET,1788.23,HAYIR,0.24,HAYIR,-0.33,EVET,25.82,EVET,3,8,PONOU,NASDAQ,,,,
93.52,EVET,116.94,HAYIR,0.0,EVET,29.07,HAYIR,0.0,EVET,12.86,HAYIR,3,8,QQQX,NASDAQ,,,,
-22.87,HAYIR,-2223.48,EVET,0.39,EVET,2.87,HAYIR,0.43,EVET,-52.3,HAYIR,3,8,SXTP,NASDAQ,,,,
64.58,EVET,463.54,HAYIR,0.19,EVET,0.81,HAYIR,-0.78,EVET,-168.86,HAYIR,3,8,JAGX,NASDAQ,,,,
64.59,EVET,115.13,HAYIR,3.93,EVET,0.49,HAYIR,-2.71,EVET,-31.19,HAYIR,3,8,ONFO,NASDAQ,,,,
-16.88,HAYIR,-9320.75,EVET,111.46,HAYIR,4.38,HAYIR,0.57,EVET,6474.39,EVET,3,8,EVGN,NASDAQ,,,,
89.62,EVET,687.42,HAYIR,72.05,HAYIR,1.78,EVET,-0.07,EVET,-21.52,HAYIR,3,8,EZRA,NASDAQ,,,,
60.6,EVET,277.1,HAYIR,25.1,HAYIR,0.56,HAYIR,0.31,EVET,46.84,EVET,3,8,RDHL,NASDAQ,,,,
-49.15,HAYIR,-5331.3,EVET,75.64,HAYIR,0.41,HAYIR,-0.17,EVET,1595.68,EVET,3,8,MNTSW,NASDAQ,,,,
-168.25,HAYIR,-122.87,EVET,5.61,EVET,0.89,HAYIR,0.12,EVET,-194.98,HAYIR,3,8,KPLTW,NASDAQ,,,,
-32.85,HAYIR,-197.84,EVET,11.54,EVET,1.44,HAYIR,1.64,EVET,-6.03,HAYIR,3,8,LXEH,NASDAQ,,,,
74.59,EVET,575.8,HAYIR,10.87,EVET,0.48,HAYIR,-0.67,EVET,-52.51,HAYIR,3,8,XHLD,NASDAQ,,,,
11.2,HAYIR,319.16,HAYIR,3.22,EVET,0.78,HAYIR,-0.23,EVET,678.03,EVET,3,8,SONM,NASDAQ,,,,
44.57,EVET,382.5,HAYIR,41.68,HAYIR,0.38,HAYIR,-0.28,EVET,177.66,EVET,3,8,SLE,NASDAQ,,,,
-11.15,HAYIR,-313.98,EVET,2.56,EVET,0.57,HAYIR,-3.22,EVET,-25.68,HAYIR,3,8,VSTD,NASDAQ,,,,
64.28,EVET,691.05,HAYIR,0.06,EVET,1.4,HAYIR,0.28,EVET,-35.82,HAYIR,3,8,SOPA,NASDAQ,,,,
0.97,HAYIR,49285.71,HAYIR,0.26,EVET,0.48,HAYIR,0.0,EVET,411.57,EVET,3,8,WTO,NASDAQ,,,,
-1279.27,HAYIR,-945.47,EVET,140.04,HAYIR,0.51,HAYIR,-0.47,EVET,171.61,EVET,3,8,ELPW,NASDAQ,,,,
53.83,EVET,171.4,HAYIR,16.66,HAYIR,0.48,HAYIR,0.0,EVET,46.68,EVET,3,8,IPST,NASDAQ,,,,
52.02,EVET,714.59,HAYIR,29.87,HAYIR,0.74,HAYIR,-0.42,EVET,320.24,EVET,3,8,NVVEW,NASDAQ,,,,
-576.09,HAYIR,-41.02,EVET,6.01,EVET,4.06,HAYIR,-0.1,EVET,-57.29,HAYIR,3,8,SOWG,NASDAQ,,,,
8.16,HAYIR,125.07,HAYIR,0.06,EVET,1.85,EVET,1.19,EVET,-8.04,HAYIR,3,8,JWEL,NASDAQ,,,,
95.05,EVET,90.17,HAYIR,15.98,HAYIR,0.88,HAYIR,0.34,EVET,24.31,EVET,3,8,CCD,NASDAQ,,,,
78.86,EVET,673.86,HAYIR,25.85,HAYIR,,,0.48,EVET,20.58,EVET,3,8,CGO,NASDAQ,,,,
-130.96,HAYIR,-69124.65,EVET,,,0.01,HAYIR,-0.01,EVET,100.29,EVET,3,8,AGPU,NASDAQ,,,,
83.83,EVET,132.04,HAYIR,0.01,EVET,2.25,HAYIR,0.28,EVET,12.39,HAYIR,3,8,MSGM,NASDAQ,,,,
100.0,EVET,193.62,HAYIR,0.38,EVET,2.46,HAYIR,-1.06,EVET,0.55,HAYIR,3,8,TXMD,NASDAQ,,,,
83.53,EVET,327.16,HAYIR,,,1.32,HAYIR,-3.67,EVET,234.22,EVET,3,8,MTC,NASDAQ,,,,
,,-8423.81,EVET,,,1.89,EVET,1.78,EVET,4.85,HAYIR,3,8,BYSI,NASDAQ,,,,
21.0,HAYIR,152.91,HAYIR,12.56,EVET,1.3,HAYIR,0.04,EVET,83.7,EVET,3,8,FTCI,NASDAQ,,,,
78.94,EVET,125.64,HAYIR,2.27,EVET,0.88,HAYIR,-2.03,EVET,-21.9,HAYIR,3,8,AEYE,NASDAQ,,,,
7.15,HAYIR,184.74,HAYIR,1.34,EVET,1.54,EVET,3.12,EVET,2.59,HAYIR,3,8,SYPR,NASDAQ,,,,
33.74,HAYIR,88.28,HAYIR,0.08,EVET,1.88,EVET,1.02,EVET,6.51,HAYIR,3,8,LGCL,NASDAQ,,,,
55.64,EVET,102.54,HAYIR,4.0,EVET,0.16,HAYIR,1.66,EVET,10.11,HAYIR,3,8,SNBR,NASDAQ,,,,
55.35,EVET,154.04,HAYIR,8.0,EVET,3.45,HAYIR,1.07,EVET,-26.78,HAYIR,3,8,XGN,NASDAQ,,,,
70.25,EVET,55.45,HAYIR,,,1.89,EVET,-2.92,EVET,1.95,HAYIR,3,8,HNNA,NASDAQ,,,,
-12.94,HAYIR,-90.01,EVET,27.75,HAYIR,1.99,EVET,0.85,EVET,-2.55,HAYIR,3,8,FRIGO,BIST,-24.5,HAYIR,HAYIR,
29.16,HAYIR,7.0,EVET,1.45,EVET,3.12,HAYIR,-0.93,EVET,1.57,HAYIR,3,8,GEDZA,BIST,22.05,HAYIR,HAYIR,34.92
35.97,HAYIR,88.86,HAYIR,0.86,EVET,1.77,EVET,1.13,EVET,0.33,HAYIR,3,8,NTIC,NASDAQ,,,,
56.69,EVET,98.93,HAYIR,0.25,EVET,2.04,HAYIR,-72.35,EVET,0.15,HAYIR,3,8,TOUR,NASDAQ,,,,
19.48,HAYIR,39.18,HAYIR,1.71,EVET,2.0,EVET,0.06,EVET,-2.04,HAYIR,3,8,GMTAS,BIST,-26.76,HAYIR,HAYIR,
67.77,EVET,428.27,HAYIR,0.25,EVET,1.08,HAYIR,3.0,EVET,-6.97,HAYIR,3,8,SATLW,NASDAQ,,,,
53.84,EVET,114.28,HAYIR,1.07,EVET,1.29,HAYIR,-18.07,EVET,-6.29,HAYIR,3,8,DLTH,NASDAQ,,,,
-26.36,HAYIR,-17.83,EVET,1.85,EVET,1.04,HAYIR,-1.88,EVET,-29.78,HAYIR,3,8,ARQ,NASDAQ,,,,
18.0,HAYIR,2.32,EVET,0.25,EVET,2.54,HAYIR,-0.32,EVET,4.14,HAYIR,3,8,LSE,NASDAQ,,,,
40.56,EVET,230.53,HAYIR,,,1.24,HAYIR,0.47,EVET,30.63,EVET,3,8,LNSR,NASDAQ,,,,
,,-6748.57,EVET,,,1.08,HAYIR,0.75,EVET,21.37,EVET,3,8,INKT,NASDAQ,,,,
43.36,EVET,1470.01,HAYIR,0.04,EVET,1.03,HAYIR,0.6,EVET,-110.23,HAYIR,3,8,XTIA,NASDAQ,,,,
42.82,EVET,123.85,HAYIR,6.91,EVET,1.4,HAYIR,6.67,HAYIR,43.51,EVET,3,8,PRPL,NASDAQ,,,,
42.3,EVET,143.35,HAYIR,1.19,EVET,0.25,HAYIR,-21.37,EVET,7.03,HAYIR,3,8,THCH,NASDAQ,,,,
51.95,EVET,123.24,HAYIR,5.55,EVET,2.02,HAYIR,0.48,EVET,-31.99,HAYIR,3,8,STIM,NASDAQ,,,,
-92483.78,HAYIR,-504.36,EVET,6064.86,HAYIR,0.43,HAYIR,-0.39,EVET,285.79,EVET,3,8,FFAI,NASDAQ,,,,
48.56,EVET,108.43,HAYIR,0.02,EVET,6.94,HAYIR,-42.79,EVET,0.3,HAYIR,3,8,IZEA,NASDAQ,,,,
40.05,EVET,1388.49,HAYIR,6.82,EVET,6.05,HAYIR,1.11,EVET,-14.14,HAYIR,3,8,WKEY,NASDAQ,,,,
59.92,EVET,2875.17,HAYIR,,,0.29,HAYIR,0.29,EVET,22.87,EVET,3,8,NRXP,NASDAQ,,,,
18.09,HAYIR,129.37,HAYIR,3.35,EVET,0.96,HAYIR,-20.77,EVET,209.49,EVET,3,8,AIRT,NASDAQ,,,,
63.12,EVET,112.95,HAYIR,0.52,EVET,2.53,HAYIR,3.2,EVET,-3.19,HAYIR,3,8,MCHX,NASDAQ,,,,
5.06,HAYIR,518.58,HAYIR,0.52,EVET,5.05,HAYIR,-0.39,EVET,23.65,EVET,3,8,HAO,NASDAQ,,,,
21.97,HAYIR,141.05,HAYIR,0.06,EVET,1.96,EVET,2.48,EVET,-9.04,HAYIR,3,8,MNY,NASDAQ,,,,
,,-7725.52,EVET,,,4.27,HAYIR,0.09,EVET,1434.96,EVET,3,8,GUTS,NASDAQ,,,,
25.24,HAYIR,229.3,HAYIR,0.02,EVET,1.96,EVET,0.91,EVET,-43.19,HAYIR,3,8,SOGP,NASDAQ,,,,
2.44,HAYIR,367.83,HAYIR,0.01,EVET,1.54,EVET,0.33,EVET,-103.59,HAYIR,3,8,HTCO,NASDAQ,,,,
42.36,EVET,241.8,HAYIR,11.92,EVET,6.67,HAYIR,-1.06,EVET,-15.35,HAYIR,3,8,OM,NASDAQ,,,,
79.99,EVET,266.48,HAYIR,1.16,EVET,0.83,HAYIR,0.19,EVET,-9.47,HAYIR,3,8,CTOR,NASDAQ,,,,
70.13,EVET,13979.63,HAYIR,968.83,HAYIR,0.83,HAYIR,-0.45,EVET,52.44,EVET,3,8,CLNN,NASDAQ,,,,
23.09,HAYIR,123.18,HAYIR,2.32,EVET,1.84,EVET,-11.13,EVET,-6.5,HAYIR,3,8,SLSN,NASDAQ,,,,
77.62,EVET,156.46,HAYIR,3.41,EVET,5.07,HAYIR,0.34,EVET,-19.26,HAYIR,3,8,LUNG,NASDAQ,,,,
51.39,EVET,95.68,HAYIR,0.13,EVET,1.3,HAYIR,-0.01,EVET,6.92,HAYIR,3,8,HOUR,NASDAQ,,,,
66.77,EVET,596.78,HAYIR,4.99,EVET,0.59,HAYIR,11.87,HAYIR,503.54,EVET,3,8,SEAT,NASDAQ,,,,
68.48,EVET,2679.34,HAYIR,26.5,HAYIR,0.05,HAYIR,-0.07,EVET,145.38,EVET,3,8,SCLX,NASDAQ,,,,
48.57,EVET,107.48,HAYIR,0.54,EVET,2.85,HAYIR,-4.53,EVET,-0.53,HAYIR,3,8,AMPG,NASDAQ,,,,
22.24,HAYIR,63.35,HAYIR,6.22,EVET,1.86,EVET,1.57,EVET,0.8,HAYIR,3,8,GOKNR,BIST,23.66,HAYIR,HAYIR,21.9
64.11,EVET,218.45,HAYIR,0.82,EVET,2.16,HAYIR,0.57,EVET,-8.8,HAYIR,3,8,CRGO,NASDAQ,,,,
17.9,HAYIR,153.82,HAYIR,4.9,EVET,0.54,HAYIR,-1.06,EVET,21.44,EVET,3,8,LVO,NASDAQ,,,,
40.97,EVET,102.07,HAYIR,0.29,EVET,5.65,HAYIR,2.25,EVET,-2.46,HAYIR,3,8,AOUT,NASDAQ,,,,
80.8,EVET,195.52,HAYIR,5.89,EVET,0.06,HAYIR,-0.54,EVET,-9.17,HAYIR,3,8,NOMA,NASDAQ,,,,
16.5,HAYIR,21.64,EVET,11.03,EVET,0.97,HAYIR,1.0,EVET,6.52,HAYIR,3,8,GZNMI,BIST,10.94,HAYIR,HAYIR,139.85
33.93,HAYIR,88.65,HAYIR,10.51,EVET,1.69,EVET,0.28,EVET,-30.73,HAYIR,3,8,CMTL,NASDAQ,,,,
100.0,EVET,469.44,HAYIR,20.67,HAYIR,3.28,HAYIR,-1.07,EVET,58.57,EVET,3,8,GOSS,NASDAQ,,,,
55.77,EVET,101.47,HAYIR,1.08,EVET,0.61,HAYIR,0.19,EVET,0.46,HAYIR,3,8,MRDN,NASDAQ,,,,
60.5,EVET,2142.67,HAYIR,25.88,HAYIR,1.7,EVET,-0.12,EVET,-46.28,HAYIR,3,8,NYXH,NASDAQ,,,,
46.11,EVET,24.57,EVET,155.08,HAYIR,0.79,HAYIR,0.3,EVET,0.69,HAYIR,3,8,HLGYO,BIST,16.31,HAYIR,HAYIR,7.93
70.57,EVET,92.99,HAYIR,,,1.59,EVET,-4.55,EVET,6.58,HAYIR,3,8,JYNT,NASDAQ,,,,
53.3,EVET,100.64,HAYIR,0.65,EVET,0.89,HAYIR,0.09,EVET,-26.77,HAYIR,3,8,FORR,NASDAQ,,,,
59.92,EVET,2875.17,HAYIR,,,0.29,HAYIR,0.29,EVET,22.87,EVET,3,8,NRXPW,NASDAQ,,,,
88.16,EVET,96.29,HAYIR,0.06,EVET,1.14,HAYIR,3.18,EVET,2.71,HAYIR,3,8,ROC,NASDAQ,,,,
16.99,HAYIR,299.41,HAYIR,0.49,EVET,1.06,HAYIR,0.51,EVET,86.16,EVET,3,8,ISPR,NASDAQ,,,,
47.6,EVET,63.02,HAYIR,2.84,EVET,2.17,HAYIR,-0.34,EVET,3.42,HAYIR,3,8,HTTBT,BIST,27.97,HAYIR,HAYIR,33.44
63.4,EVET,144.12,HAYIR,4.22,EVET,1.45,HAYIR,-3.28,EVET,-11.37,HAYIR,3,8,REKR,NASDAQ,,,,
-16.59,HAYIR,-94.36,EVET,10.07,EVET,0.85,HAYIR,-0.07,EVET,-18.82,HAYIR,3,8,HURGZ,BIST,-1.9,HAYIR,HAYIR,
-48.3,HAYIR,-850.45,EVET,238.66,HAYIR,0.21,HAYIR,0.42,EVET,23.02,EVET,3,8,IDGYO,BIST,1.53,HAYIR,HAYIR,61.5
49.87,EVET,52.42,HAYIR,0.05,EVET,2.03,HAYIR,-0.49,EVET,15.76,HAYIR,3,8,ZJK,NASDAQ,,,,
55.87,EVET,100.03,HAYIR,,,1.61,EVET,-0.15,EVET,-10.96,HAYIR,3,8,BRLT,NASDAQ,,,,
81.65,EVET,56.05,HAYIR,4.1,EVET,3.82,HAYIR,0.33,EVET,19.0,HAYIR,3,8,CDXS,NASDAQ,,,,
49.47,EVET,110.45,HAYIR,7.59,EVET,1.37,HAYIR,-16.31,EVET,-16.0,HAYIR,3,8,CRMT,NASDAQ,,,,
-198.63,HAYIR,15.96,EVET,-72.0,EVET,,,3.55,EVET,8.34,HAYIR,3,8,MRCC,NASDAQ,,,,
-1236.97,HAYIR,-182.5,EVET,2215466.99,HAYIR,0.38,HAYIR,0.0,EVET,28.79,EVET,3,8,OMEX,NASDAQ,,,,
50.74,EVET,31.41,HAYIR,11.63,EVET,0.83,HAYIR,3.88,EVET,1.26,HAYIR,3,8,PROP,NASDAQ,,,,
50.89,EVET,118.49,HAYIR,0.25,EVET,0.85,HAYIR,-2.02,EVET,-3.84,HAYIR,3,8,SSTI,NASDAQ,,,,
47.95,EVET,104.3,HAYIR,2.55,EVET,0.73,HAYIR,2.62,EVET,-45.24,HAYIR,3,8,GNSS,NASDAQ,,,,
74.45,EVET,80.22,HAYIR,1.96,EVET,0.74,HAYIR,-0.21,EVET,16.66,HAYIR,3,8,BODI,NASDAQ,,,,
41.39,EVET,41.13,HAYIR,10.69,EVET,1.0,HAYIR,1.18,EVET,0.91,HAYIR,3,8,GOLTS,BIST,17.17,HAYIR,HAYIR,486.83
-0.84,HAYIR,-10856.34,EVET,14.4,EVET,1.18,HAYIR,1.94,EVET,-165.53,HAYIR,3,8,SLNH,NASDAQ,,,,
