Brut_Kar_Marji_%,BKM_Gecti,FaalGid_BrutKar_%,FGBK_Gecti,FinansGid_Gelir_%,FGG_Gecti,Cari_Oran,CO_Gecti,NetBorc_FAVOK,NB_Gecti,ROE_%,ROE_Gecti,Toplam_Puan,Maks_Puan,Hisse,Borsa,FK_Orani,FK_Gecti,EPS_Surekli_Artis,Icsel_Deger
51.17,EVET,90.77,HAYIR,7.5,EVET,1.91,EVET,2.87,EVET,3.11,HAYIR,4,8,TBRG,NASDAQ,,,,
91.82,EVET,232.92,HAYIR,11.76,EVET,,,0.37,EVET,24.14,EVET,4,8,CSQ,NASDAQ,,,,
88.27,EVET,23.95,EVET,3.95,EVET,0.33,HAYIR,-84.81,EVET,0.0,HAYIR,4,8,NMIH,NASDAQ,,,,
99.68,EVET,17.92,EVET,0.32,EVET,0.79,HAYIR,0.02,EVET,2.92,HAYIR,4,8,LIEN,NASDAQ,,,,
78.29,EVET,109.4,HAYIR,2.77,EVET,1.98,EVET,-10.6,EVET,-21.25,HAYIR,4,8,CMRC,NASDAQ,,,,
94.75,EVET,12.15,EVET,,,6.56,HAYIR,-0.39,EVET,55.33,EVET,4,8,CGEN,NASDAQ,,,,
-165.0,HAYIR,-351.72,EVET,3.2,EVET,1.25,HAYIR,1.04,EVET,81.4,EVET,4,8,LFMD,NASDAQ,,,,
93.83,EVET,138.16,HAYIR,1.23,EVET,0.38,HAYIR,0.02,EVET,132.79,EVET,4,8,SMTK,NASDAQ,,,,
-79.36,HAYIR,-9220.1,EVET,2.54,EVET,,,0.0,EVET,20.79,EVET,4,8,DXR,NASDAQ,,,,
44.88,EVET,7.1,EVET,2.63,EVET,4.04,HAYIR,-0.12,EVET,1.7,HAYIR,4,8,OZKGY,BIST,4.52,HAYIR,HAYIR,73.31
43.35,EVET,9.78,EVET,7.1,EVET,0.83,HAYIR,0.3,EVET,17.81,HAYIR,4,8,RALYH,BIST,10.16,HAYIR,HAYIR,328.97
79.57,EVET,58.82,HAYIR,0.23,EVET,1.17,HAYIR,-0.54,EVET,40.89,EVET,4,8,FTNT,NASDAQ,,,,
76.34,EVET,98.41,HAYIR,0.58,EVET,1.77,EVET,-11.81,EVET,0.87,HAYIR,4,8,CRWD,NASDAQ,,,,
95.46,EVET,82.33,HAYIR,8.86,EVET,,,0.51,EVET,21.1,EVET,4,8,CHI,NASDAQ,,,,
28.82,HAYIR,1.1,EVET,9.21,EVET,5.28,HAYIR,3.14,EVET,34.58,EVET,4,8,FTAI,NASDAQ,,,,
-20.01,HAYIR,-173.9,EVET,1.23,EVET,1.98,EVET,3.71,EVET,-1.72,HAYIR,4,8,KTSKR,BIST,-9.23,HAYIR,HAYIR,
45.74,EVET,30.22,HAYIR,1.79,EVET,1.45,HAYIR,0.33,EVET,25.1,EVET,4,8,WDC,NASDAQ,,,,
-7.11,HAYIR,-80.24,EVET,5.95,EVET,0.32,HAYIR,-0.12,EVET,169.04,EVET,4,8,PIIIW,NASDAQ,,,,
44.18,EVET,89.75,HAYIR,1.76,EVET,1.76,EVET,3.24,EVET,0.67,HAYIR,4,8,BIDU,NASDAQ,,,,
79.58,EVET,5.53,EVET,41.42,HAYIR,1.85,EVET,0.65,EVET,0.55,HAYIR,4,8,RYGYO,BIST,42.51,HAYIR,HAYIR,18.35
76.61,EVET,11.41,EVET,4.36,EVET,2.15,HAYIR,0.0,EVET,4.33,HAYIR,4,8,AKSGY,BIST,2.7,HAYIR,HAYIR,79.04
88.48,EVET,24.32,EVET,4.44,EVET,0.49,HAYIR,1.28,EVET,-9.57,HAYIR,4,8,VRSN,NASDAQ,,,,
56.09,EVET,19.71,EVET,0.54,EVET,2.46,HAYIR,0.11,EVET,8.91,HAYIR,4,8,MU,NASDAQ,,,,
36.6,HAYIR,61.86,HAYIR,1.73,EVET,1.93,EVET,2.83,EVET,20.2,EVET,4,8,CDTTW,NASDAQ,,,,
69.82,EVET,167.28,HAYIR,14.69,EVET,1.37,HAYIR,0.65,EVET,46.68,EVET,4,8,KIDZW,NASDAQ,,,,
82.36,EVET,23.87,EVET,1.37,EVET,2.39,HAYIR,-0.1,EVET,12.35,HAYIR,4,8,ATATP,BIST,1.94,HAYIR,HAYIR,1883.04
86.84,EVET,56.93,HAYIR,3.22,EVET,1.68,EVET,1.82,EVET,9.65,HAYIR,4,8,GILD,NASDAQ,,,,
61.45,EVET,32.76,HAYIR,2.11,EVET,2.77,HAYIR,0.64,EVET,20.96,EVET,4,8,KLAC,NASDAQ,,,,
48.2,EVET,12.06,EVET,1.59,EVET,2.34,HAYIR,-0.08,EVET,6.94,HAYIR,4,8,FONET,BIST,9.51,HAYIR,HAYIR,12.4
47.77,EVET,83.65,HAYIR,0.83,EVET,1.73,EVET,3.27,EVET,1.06,HAYIR,4,8,BRKRP,NASDAQ,,,,
48.74,EVET,6.15,EVET,11.46,EVET,2.35,HAYIR,0.27,EVET,0.1,HAYIR,4,8,SRVGY,BIST,107.76,HAYIR,HAYIR,0.77
60.92,EVET,9.84,EVET,15.34,HAYIR,1.35,HAYIR,0.4,EVET,21.42,EVET,4,8,FORTE,BIST,3.2,HAYIR,HAYIR,779.55
67.47,EVET,25.02,EVET,5.27,EVET,2.61,HAYIR,0.12,EVET,6.11,HAYIR,4,8,ONCSM,BIST,58.72,HAYIR,HAYIR,103.11
95.45,EVET,84.32,HAYIR,8.99,EVET,,,0.51,EVET,21.39,EVET,4,8,CHY,NASDAQ,,,,
65.37,EVET,0.92,EVET,4.01,EVET,4.08,HAYIR,-1.12,EVET,1.7,HAYIR,4,8,TRGYO,BIST,10.11,HAYIR,HAYIR,208.98
16.68,HAYIR,18.08,EVET,4.73,EVET,1.75,EVET,0.44,EVET,2.77,HAYIR,4,8,GLRYH,BIST,5.62,HAYIR,HAYIR,19.57
45.34,EVET,29.69,EVET,1.53,EVET,2.13,HAYIR,0.24,EVET,3.12,HAYIR,4,8,SDTTR,BIST,44.13,HAYIR,HAYIR,122.69
65.57,EVET,31.45,HAYIR,3.86,EVET,1.9,EVET,1.2,EVET,9.2,HAYIR,4,8,AVGO,NASDAQ,,,,
64.54,EVET,7.28,EVET,3.22,EVET,3.12,HAYIR,0.77,EVET,1.31,HAYIR,4,8,RGLD,NASDAQ,,,,
46.07,EVET,9.45,EVET,1.09,EVET,3.04,HAYIR,-0.48,EVET,9.55,HAYIR,4,8,LMKDC,BIST,6.82,HAYIR,HAYIR,124.41
49.42,EVET,28.76,EVET,2.95,EVET,3.2,HAYIR,0.94,EVET,-0.95,HAYIR,4,8,ADESE,BIST,-11.03,HAYIR,HAYIR,
20.96,HAYIR,2.52,EVET,14.62,EVET,1.88,EVET,0.54,EVET,3.95,HAYIR,4,8,MERKO,BIST,5.93,HAYIR,HAYIR,65.86
45.25,EVET,102.76,HAYIR,14.06,EVET,0.73,HAYIR,0.01,EVET,96.89,EVET,4,8,BRMEN,BIST,-34.97,HAYIR,HAYIR,
40.58,EVET,26.62,EVET,9.89,EVET,1.16,HAYIR,1.09,EVET,1.42,HAYIR,4,8,MERCN,BIST,25.45,HAYIR,HAYIR,16.59
51.97,EVET,69.86,HAYIR,4.35,EVET,1.59,EVET,-0.19,EVET,7.62,HAYIR,4,8,MAVI,BIST,8.46,HAYIR,HAYIR,125.21
100.95,EVET,-0.26,EVET,-2.9,EVET,0.07,HAYIR,-0.1,EVET,-34.3,HAYIR,4,8,INVEO,BIST,-0.44,HAYIR,HAYIR,
-6.02,HAYIR,-542.58,EVET,2.63,EVET,23.27,HAYIR,-0.24,EVET,25.26,EVET,4,8,PAPIL,BIST,6.95,HAYIR,HAYIR,57.09
16.32,HAYIR,23.81,EVET,3.99,EVET,1.73,EVET,1.7,EVET,-0.42,HAYIR,4,8,FADE,BIST,-42.74,HAYIR,HAYIR,
41.98,EVET,8.75,EVET,2.16,EVET,1.19,HAYIR,0.67,EVET,17.78,HAYIR,4,8,CLEBI,BIST,7.82,HAYIR,HAYIR,5713.45
72.5,EVET,223.92,HAYIR,1.59,EVET,1.15,HAYIR,-0.06,EVET,257.61,EVET,4,8,BFRIW,NASDAQ,,,,
-5.82,HAYIR,-1525.93,EVET,3.9,EVET,1.81,EVET,-0.18,EVET,-0.77,HAYIR,4,8,FLAP,BIST,-34.34,HAYIR,HAYIR,
21.16,HAYIR,8.57,EVET,13.94,EVET,1.97,EVET,1.63,EVET,-0.67,HAYIR,4,8,PLTUR,BIST,-27.81,HAYIR,HAYIR,
57.49,EVET,50.2,HAYIR,0.33,EVET,1.76,EVET,0.04,EVET,9.2,HAYIR,4,8,TER,NASDAQ,,,,
25.87,HAYIR,22.49,EVET,1.96,EVET,1.22,HAYIR,0.0,EVET,44.15,EVET,4,8,COSMO,BIST,11.95,HAYIR,,382.49
75.6,EVET,84.12,HAYIR,11.79,EVET,2.76,HAYIR,-0.65,EVET,23.62,EVET,4,8,ALNY,NASDAQ,,,,
50.45,EVET,53.58,HAYIR,1.0,EVET,1.71,EVET,1.16,EVET,11.12,HAYIR,4,8,CTAS,NASDAQ,,,,
64.71,EVET,51.25,HAYIR,2.73,EVET,1.76,EVET,0.95,EVET,2.46,HAYIR,4,8,ADI,NASDAQ,,,,
42.37,EVET,158.33,HAYIR,0.34,EVET,1.69,EVET,-1.08,EVET,-12.59,HAYIR,4,8,NXGLW,NASDAQ,,,,
287.55,EVET,99.08,HAYIR,2.07,EVET,1.53,EVET,1.01,EVET,2.98,HAYIR,4,8,CEG,NASDAQ,,,,
119.2,EVET,11.53,EVET,0.01,EVET,3.34,HAYIR,4.32,HAYIR,-0.27,HAYIR,3,8,AMRN,NASDAQ,,,,
13.43,HAYIR,16.91,EVET,3.64,EVET,2.14,HAYIR,0.77,EVET,1.91,HAYIR,3,8,MNDRS,BIST,3.53,HAYIR,HAYIR,98.29
60.37,EVET,88.62,HAYIR,1.3,EVET,0.86,HAYIR,-3.71,EVET,-2.68,HAYIR,3,8,RMNI,NASDAQ,,,,
29.43,HAYIR,13.14,EVET,0.21,EVET,2.42,HAYIR,-0.38,EVET,7.1,HAYIR,3,8,NCMI,NASDAQ,,,,
64.06,EVET,100.5,HAYIR,4.41,EVET,1.9,EVET,11.0,HAYIR,-0.56,HAYIR,3,8,EOLS,NASDAQ,,,,
75.27,EVET,68.58,HAYIR,6.79,EVET,2.27,HAYIR,2.6,EVET,-34.97,HAYIR,3,8,RILYP,NASDAQ,,,,
89.28,EVET,60.79,HAYIR,0.39,EVET,0.79,HAYIR,-5.09,EVET,3.46,HAYIR,3,8,DEFT,NASDAQ,,,,
99.84,EVET,78.12,HAYIR,2.47,EVET,6.45,HAYIR,-0.08,EVET,9.45,HAYIR,3,8,OBIO,NASDAQ,,,,
-0.92,HAYIR,-43922.84,EVET,0.84,EVET,1.23,HAYIR,0.46,EVET,-1.59,HAYIR,3,8,TTGT,NASDAQ,,,,
63.2,EVET,194.21,HAYIR,6.13,EVET,6.37,HAYIR,0.12,EVET,-37.11,HAYIR,3,8,CLPT,NASDAQ,,,,
76.54,EVET,229.54,HAYIR,4.53,EVET,8.87,HAYIR,1.21,EVET,-9.3,HAYIR,3,8,CARL,NASDAQ,,,,
,,-44139.16,EVET,,,0.79,HAYIR,0.68,EVET,141.28,EVET,3,8,NGEN,NASDAQ,,,,
25.72,HAYIR,37.6,HAYIR,6.67,EVET,1.56,EVET,0.68,EVET,3.67,HAYIR,3,8,MPARK,BIST,10.58,HAYIR,HAYIR,1011.14
58.14,EVET,95.46,HAYIR,3.02,EVET,2.43,HAYIR,-1.38,EVET,2.41,HAYIR,3,8,MTLS,NASDAQ,,,,
6.4,HAYIR,111.52,HAYIR,2.84,EVET,0.76,HAYIR,-95.46,EVET,67.11,EVET,3,8,NETAS,BIST,-6.19,HAYIR,HAYIR,
59.47,EVET,156.99,HAYIR,0.12,EVET,3.01,HAYIR,0.6,EVET,-16.1,HAYIR,3,8,PRE,NASDAQ,,,,
95.35,EVET,23.21,EVET,0.0,EVET,2.28,HAYIR,,,1.87,HAYIR,3,8,MERIT,BIST,4.77,HAYIR,HAYIR,86.09
84.77,EVET,30.85,HAYIR,11.3,EVET,,,-1.37,EVET,3.8,HAYIR,3,8,CPZ,NASDAQ,,,,
77.48,EVET,144.87,HAYIR,0.01,EVET,10.95,HAYIR,0.18,EVET,-3.32,HAYIR,3,8,RXST,NASDAQ,,,,
51.11,EVET,55.58,HAYIR,12.2,EVET,0.99,HAYIR,0.49,EVET,-3.26,HAYIR,3,8,MRSHL,BIST,-109.5,HAYIR,HAYIR,
98.65,EVET,37.81,HAYIR,10.83,EVET,5.68,HAYIR,0.46,EVET,3.45,HAYIR,3,8,SWKHL,NASDAQ,,,,
74.45,EVET,22.89,EVET,86.67,HAYIR,1.62,EVET,5.48,HAYIR,0.2,HAYIR,3,8,MRGYO,BIST,39.0,HAYIR,HAYIR,0.91
19.73,HAYIR,75.23,HAYIR,0.62,EVET,1.87,EVET,1.21,EVET,1.38,HAYIR,3,8,FSTR,NASDAQ,,,,
-928.22,HAYIR,-29.53,EVET,10.19,EVET,3.25,HAYIR,0.1,EVET,-262.98,HAYIR,3,8,ATGL,NASDAQ,,,,
17.6,HAYIR,91.57,HAYIR,1.69,EVET,1.63,EVET,-2.54,EVET,15.87,HAYIR,3,8,TSSI,NASDAQ,,,,
32.39,HAYIR,79.81,HAYIR,1.71,EVET,1.85,EVET,0.75,EVET,2.11,HAYIR,3,8,AVNW,NASDAQ,,,,
86.57,EVET,31.92,HAYIR,13.43,EVET,473.15,HAYIR,-0.83,EVET,10.02,HAYIR,3,8,BMRC,NASDAQ,,,,
82.42,EVET,55.84,HAYIR,1.14,EVET,3.92,HAYIR,-4.68,EVET,-0.56,HAYIR,3,8,OZGYO,BIST,-16.02,HAYIR,HAYIR,
68.97,EVET,46.89,HAYIR,0.11,EVET,5.1,HAYIR,-1.29,EVET,5.17,HAYIR,3,8,SBC,NASDAQ,,,,
56.41,EVET,81.76,HAYIR,0.48,EVET,1.18,HAYIR,0.04,EVET,3.98,HAYIR,3,8,VMD,NASDAQ,,,,
46.87,EVET,103.48,HAYIR,3.09,EVET,1.81,EVET,49.15,HAYIR,-9.86,HAYIR,3,8,HELE,NASDAQ,,,,
55.03,EVET,52.08,HAYIR,43.83,HAYIR,1.89,EVET,-0.79,EVET,3.03,HAYIR,3,8,BWFG,NASDAQ,,,,
83.49,EVET,515.28,HAYIR,0.16,EVET,4.19,HAYIR,1.21,EVET,4.54,HAYIR,3,8,LAB,NASDAQ,,,,
100.0,EVET,599.94,HAYIR,107.37,HAYIR,2.53,HAYIR,0.27,EVET,65.15,EVET,3,8,STRO,NASDAQ,,,,
50.71,EVET,83.72,HAYIR,4.81,EVET,1.44,HAYIR,3.01,EVET,19.84,HAYIR,3,8,RBBN,NASDAQ,,,,
100.0,EVET,8077.25,HAYIR,11.9,EVET,5.89,HAYIR,0.03,EVET,-13.65,HAYIR,3,8,ABSI,NASDAQ,,,,
43.84,EVET,460.83,HAYIR,11.86,EVET,13.64,HAYIR,-1.99,EVET,-1.92,HAYIR,3,8,EU,NASDAQ,,,,
26.09,HAYIR,64.32,HAYIR,0.15,EVET,1.83,EVET,0.61,EVET,7.91,HAYIR,3,8,IBEX,NASDAQ,,,,
61.74,EVET,63.55,HAYIR,,,1.5,EVET,-0.96,EVET,16.02,HAYIR,3,8,OSPN,NASDAQ,,,,
-84.62,HAYIR,-4.91,EVET,4.11,EVET,2.18,HAYIR,-1.27,EVET,-74.26,HAYIR,3,8,ASTL,NASDAQ,,,,
95.63,EVET,636.75,HAYIR,33.4,HAYIR,0.24,HAYIR,-0.21,EVET,404.85,EVET,3,8,RZLVW,NASDAQ,,,,
62.08,EVET,62.63,HAYIR,3.89,EVET,3.35,HAYIR,-0.05,EVET,0.16,HAYIR,3,8,VOXR,NASDAQ,,,,
100.0,EVET,4535.03,HAYIR,2.36,EVET,21.45,HAYIR,0.51,EVET,-37.48,HAYIR,3,8,ADUR,NASDAQ,,,,
54.31,EVET,75.58,HAYIR,3.89,EVET,0.55,HAYIR,2.76,EVET,12.84,HAYIR,3,8,NRC,NASDAQ,,,,
78.8,EVET,118.83,HAYIR,8.38,EVET,1.13,HAYIR,-1.29,EVET,-37.55,HAYIR,3,8,AKBA,NASDAQ,,,,
3.17,HAYIR,2554.97,HAYIR,8.78,EVET,1.57,EVET,-0.52,EVET,-39.21,HAYIR,3,8,VELO,NASDAQ,,,,
36.23,HAYIR,17.45,EVET,7.41,EVET,2.42,HAYIR,0.42,EVET,17.02,HAYIR,3,8,OYYAT,BIST,2.32,HAYIR,HAYIR,681.09
180.5,EVET,56.68,HAYIR,4.4,EVET,2.64,HAYIR,-1.46,EVET,0.81,HAYIR,3,8,VFF,NASDAQ,,,,
78.04,EVET,62.95,HAYIR,0.1,EVET,3.62,HAYIR,0.14,EVET,10.07,HAYIR,3,8,ORGO,NASDAQ,,,,
41.32,EVET,83.39,HAYIR,1.89,EVET,2.82,HAYIR,3.17,EVET,2.58,HAYIR,3,8,RCKY,NASDAQ,,,,
32.15,HAYIR,21.1,EVET,7.76,EVET,0.64,HAYIR,0.06,EVET,1.65,HAYIR,3,8,ARTNA,NASDAQ,,,,
28.53,HAYIR,52.26,HAYIR,0.96,EVET,1.53,EVET,0.0,EVET,7.28,HAYIR,3,8,NTGAZ,BIST,5.85,HAYIR,HAYIR,52.61
13.76,HAYIR,73.36,HAYIR,10.59,EVET,1.65,EVET,-34.89,EVET,-2.29,HAYIR,3,8,SSP,NASDAQ,,,,
-19.18,HAYIR,-348.86,EVET,9.03,EVET,7.96,HAYIR,2.83,EVET,-3.13,HAYIR,3,8,FCEL,NASDAQ,,,,
78.59,EVET,23.46,EVET,,,34.84,HAYIR,-0.11,EVET,5.81,HAYIR,3,8,NVEC,NASDAQ,,,,
34.38,HAYIR,24.88,EVET,0.03,EVET,9.3,HAYIR,-1.59,EVET,1.85,HAYIR,3,8,GASS,NASDAQ,,,,
11.26,HAYIR,170.29,HAYIR,1.9,EVET,1.23,HAYIR,-2.56,EVET,49.04,EVET,3,8,ATLN,NASDAQ,,,,
-1.8,HAYIR,-1154.13,EVET,1.1,EVET,6.1,HAYIR,0.66,EVET,-4.22,HAYIR,3,8,ONRYT,BIST,-8.44,HAYIR,HAYIR,
34.73,HAYIR,19.59,EVET,1.08,EVET,0.53,HAYIR,-0.01,EVET,4.94,HAYIR,3,8,PNRG,NASDAQ,,,,
75.27,EVET,68.58,HAYIR,6.79,EVET,2.27,HAYIR,2.6,EVET,-34.97,HAYIR,3,8,RILYL,NASDAQ,,,,
56.36,EVET,21.2,EVET,,,4.07,HAYIR,-10.92,EVET,5.48,HAYIR,3,8,VALU,NASDAQ,,,,
77.55,EVET,111.55,HAYIR,0.68,EVET,0.93,HAYIR,1.09,EVET,-5.28,HAYIR,3,8,SPT,NASDAQ,,,,
84.64,EVET,50.49,HAYIR,14.26,EVET,16.11,HAYIR,1.2,EVET,4.2,HAYIR,3,8,PLBC,NASDAQ,,,,
,,-366323.53,EVET,,,36.29,HAYIR,0.87,EVET,208.91,EVET,3,8,NERV,NASDAQ,,,,
36.29,HAYIR,2.65,EVET,0.38,EVET,6.08,HAYIR,-0.14,EVET,6.4,HAYIR,3,8,ORGE,BIST,5.27,HAYIR,HAYIR,317.76
11.4,HAYIR,69.15,HAYIR,2.11,EVET,1.85,EVET,-0.37,EVET,3.28,HAYIR,3,8,OSMEN,BIST,9.23,HAYIR,HAYIR,20.35
27.04,HAYIR,28.26,EVET,0.88,EVET,2.25,HAYIR,-0.6,EVET,2.35,HAYIR,3,8,OYAKC,BIST,19.14,HAYIR,HAYIR,30.1
60.03,EVET,22.98,EVET,8.5,EVET,0.4,HAYIR,860.08,HAYIR,0.0,HAYIR,3,8,REFI,NASDAQ,,,,
-9026.07,HAYIR,-4551.75,EVET,23599.87,HAYIR,0.02,HAYIR,-0.06,EVET,310.96,EVET,3,8,ADTX,NASDAQ,,,,
45.27,EVET,219.88,HAYIR,9.99,EVET,1.31,HAYIR,-1.19,EVET,-167.81,HAYIR,3,8,VERI,NASDAQ,,,,
81.15,EVET,99.88,HAYIR,2.46,EVET,2.48,HAYIR,-35.35,EVET,-20.61,HAYIR,3,8,HRTX,NASDAQ,,,,
18.35,HAYIR,61.94,HAYIR,2.44,EVET,1.89,EVET,-1.63,EVET,-181.44,HAYIR,3,8,TTEC,NASDAQ,,,,
-25.81,HAYIR,-15.51,EVET,3.47,EVET,1.23,HAYIR,-3.25,EVET,-13.9,HAYIR,3,8,PAMT,NASDAQ,,,,
16.21,HAYIR,0.79,EVET,1.14,EVET,7.81,HAYIR,-0.08,EVET,2.47,HAYIR,3,8,IZENR,BIST,14.43,HAYIR,HAYIR,16.91
-0.09,HAYIR,-9534.62,EVET,26.47,HAYIR,1.64,EVET,1.53,EVET,-14.19,HAYIR,3,8,IZFAS,BIST,-94.2,HAYIR,HAYIR,
-18.91,HAYIR,-591.49,EVET,1.42,EVET,1.15,HAYIR,0.68,EVET,-8.18,HAYIR,3,8,PAL,NASDAQ,,,,
38.42,HAYIR,59.03,HAYIR,0.13,EVET,1.93,EVET,-0.73,EVET,1.07,HAYIR,3,8,EPSN,NASDAQ,,,,
,,-10077.27,EVET,,,1.72,EVET,0.32,EVET,-61.22,HAYIR,3,8,TLSA,NASDAQ,,,,
53.61,EVET,139.48,HAYIR,15.34,HAYIR,1.08,HAYIR,-2.4,EVET,155.24,EVET,3,8,MDXH,NASDAQ,,,,
54.38,EVET,95.39,HAYIR,0.92,EVET,1.28,HAYIR,3.27,EVET,-0.31,HAYIR,3,8,SDA,NASDAQ,,,,
66.85,EVET,285.1,HAYIR,,,12.52,HAYIR,1.86,EVET,84.21,EVET,3,8,PROF,NASDAQ,,,,
64.49,EVET,115.48,HAYIR,0.76,EVET,5.32,HAYIR,-0.61,EVET,-3.32,HAYIR,3,8,IZINV,BIST,-24.91,HAYIR,,
13.04,HAYIR,124.08,HAYIR,0.57,EVET,1.76,EVET,-1.7,EVET,0.49,HAYIR,3,8,SND,NASDAQ,,,,
18.46,HAYIR,48.33,HAYIR,1.94,EVET,1.75,EVET,0.0,EVET,-0.67,HAYIR,3,8,JANTS,BIST,-67.15,HAYIR,HAYIR,
55.69,EVET,121.56,HAYIR,,,1.6,EVET,-0.09,EVET,-7.44,HAYIR,3,8,KRKR,NASDAQ,,,,
9.2,HAYIR,152.11,HAYIR,13.86,EVET,2.23,HAYIR,3.29,EVET,44.44,EVET,3,8,INSE,NASDAQ,,,,
-58.3,HAYIR,-1565.58,EVET,165.15,HAYIR,1.9,EVET,0.5,EVET,-40.24,HAYIR,3,8,LUCD,NASDAQ,,,,
-37.72,HAYIR,-27.9,EVET,7.43,EVET,1.05,HAYIR,-1.13,EVET,-15.43,HAYIR,3,8,KARTN,BIST,-3.5,HAYIR,HAYIR,
73.27,EVET,79.52,HAYIR,7.17,EVET,1.03,HAYIR,-1.28,EVET,19.53,HAYIR,3,8,PLBY,NASDAQ,,,,
100.0,EVET,2416.68,HAYIR,,,8.65,HAYIR,1.28,EVET,73.33,EVET,3,8,RNAC,NASDAQ,,,,
26.41,HAYIR,16.76,EVET,0.13,EVET,225.06,HAYIR,-0.42,EVET,4.51,HAYIR,3,8,ISYAT,BIST,11.18,HAYIR,HAYIR,18.86
44.76,EVET,90.87,HAYIR,0.04,EVET,2.9,HAYIR,-0.57,EVET,0.2,HAYIR,3,8,ASYS,NASDAQ,,,,
62.65,EVET,96.63,HAYIR,0.39,EVET,4.72,HAYIR,-3.78,EVET,0.2,HAYIR,3,8,ANIK,NASDAQ,,,,
,,-3254.26,EVET,,,0.26,HAYIR,-0.48,EVET,68.85,EVET,3,8,RANI,NASDAQ,,,,
5.36,HAYIR,32.18,HAYIR,5.67,EVET,1.19,HAYIR,-0.02,EVET,5.64,HAYIR,3,8,INDES,BIST,4.81,HAYIR,EVET,46.57
26.85,HAYIR,79.13,HAYIR,0.83,EVET,1.98,EVET,2.37,EVET,5.46,HAYIR,3,8,RCMT,NASDAQ,,,,
43.18,EVET,96.91,HAYIR,9.49,EVET,1.46,HAYIR,-0.3,EVET,-3.57,HAYIR,3,8,INTEM,BIST,-42.5,HAYIR,HAYIR,
65.52,EVET,142.52,HAYIR,4.02,EVET,0.51,HAYIR,-6.08,EVET,-11.59,HAYIR,3,8,AIRS,NASDAQ,,,,
2.35,HAYIR,29.2,EVET,0.26,EVET,1.39,HAYIR,0.59,EVET,8.17,HAYIR,3,8,ISMEN,BIST,6.34,HAYIR,HAYIR,174.35
98.1,EVET,1488.85,HAYIR,63.42,HAYIR,2.04,HAYIR,0.4,EVET,22.98,EVET,3,8,DFDV,NASDAQ,,,,
45.77,EVET,110.75,HAYIR,11.58,EVET,1.0,HAYIR,-7.96,EVET,15.05,HAYIR,3,8,SPWR,NASDAQ,,,,
55.41,EVET,106.02,HAYIR,1.11,EVET,0.87,HAYIR,0.56,EVET,-1.11,HAYIR,3,8,SANG,NASDAQ,,,,
43.02,EVET,182.5,HAYIR,0.35,EVET,1.41,HAYIR,0.18,EVET,-21.5,HAYIR,3,8,EDAP,NASDAQ,,,,
,,-55540.48,EVET,,,0.75,HAYIR,0.19,EVET,289.23,EVET,3,8,IMUX,NASDAQ,,,,
65.15,EVET,285.03,HAYIR,5.79,EVET,,,0.96,EVET,-30.09,HAYIR,3,8,WTF,NASDAQ,,,,
100.0,EVET,71.23,HAYIR,0.74,EVET,2.4,HAYIR,0.08,EVET,3.4,HAYIR,3,8,HQI,NASDAQ,,,,
95.65,EVET,154.74,HAYIR,37.03,HAYIR,1.12,HAYIR,-2.43,EVET,34.89,EVET,3,8,KPTI,NASDAQ,,,,
-23.26,HAYIR,-731.99,EVET,4.29,EVET,1.18,HAYIR,-0.02,EVET,-16.2,HAYIR,3,8,QUIK,NASDAQ,,,,
13.36,HAYIR,53.59,HAYIR,3.35,EVET,1.87,EVET,0.87,EVET,15.43,HAYIR,3,8,RAIL,NASDAQ,,,,
83.34,EVET,67.29,HAYIR,1.31,EVET,1.2,HAYIR,-0.03,EVET,-9.63,HAYIR,3,8,SVCO,NASDAQ,,,,
-10.5,HAYIR,-100.55,EVET,7.34,EVET,5.0,HAYIR,-2.77,EVET,-8.93,HAYIR,3,8,APYX,NASDAQ,,,,
100.0,EVET,376.12,HAYIR,1.46,EVET,3.91,HAYIR,-0.32,EVET,-1.47,HAYIR,3,8,FGNXP,NASDAQ,,,,
64.32,EVET,99.81,HAYIR,7.77,EVET,1.66,EVET,6.64,HAYIR,-13.26,HAYIR,3,8,SKIN,NASDAQ,,,,
55.78,EVET,60.01,HAYIR,43.14,HAYIR,1.91,EVET,-8.19,EVET,3.1,HAYIR,3,8,OPBK,NASDAQ,,,,
62.41,EVET,147.01,HAYIR,10.36,EVET,5.1,HAYIR,-0.83,EVET,-25.46,HAYIR,3,8,MGNX,NASDAQ,,,,
93.3,EVET,75.5,HAYIR,5.99,EVET,1.49,HAYIR,1.31,EVET,0.59,HAYIR,3,8,CLLS,NASDAQ,,,,
92.59,EVET,432.21,HAYIR,,,1.99,EVET,0.26,EVET,-23.98,HAYIR,3,8,PRLD,NASDAQ,,,,
75.27,EVET,68.58,HAYIR,6.79,EVET,2.27,HAYIR,2.6,EVET,-34.97,HAYIR,3,8,RILY,NASDAQ,,,,
34.35,HAYIR,45.71,HAYIR,0.81,EVET,1.76,EVET,0.31,EVET,7.36,HAYIR,3,8,PPIH,NASDAQ,,,,
31.0,HAYIR,121.84,HAYIR,0.05,EVET,1.82,EVET,-0.05,EVET,-2.14,HAYIR,3,8,JAKK,NASDAQ,,,,
44.45,EVET,96.72,HAYIR,4.4,EVET,0.25,HAYIR,0.78,EVET,-3.2,HAYIR,3,8,STRZ,NASDAQ,,,,
