Ceyrek,Brut_Kar_Marji_%,FaalGid_BrutKar_%,FinansGid_Gelir_%,Cari_Oran,NetBorc_FAVOK,ROE_%,Hisse
2020-07-31,10.69,68.3,0.17,1.78,5.98,1.13,LMNR
2020-10-31,-12.82,-149.93,2.18,1.35,-4.71,-3.86,LMNR
2021-01-31,0.67,2311.76,,1.43,-10.8,-2.23,LMNR
2021-04-30,16.84,68.63,1.38,1.31,5.72,1.02,LMNR
2021-07-31,15.1,54.51,1.17,1.12,4.02,1.93,LMNR
2021-10-31,-6.18,-206.52,1.31,1.19,-10.62,-2.6,LMNR
2022-01-31,-7.75,-216.79,,1.28,-5.28,-3.63,LMNR
2022-04-30,17.24,63.61,1.49,1.11,6.12,0.87,LMNR
2022-07-31,27.72,30.8,1.31,1.11,2.37,3.99,LMNR
2022-10-31,-4.62,-276.3,2.62,0.96,340.75,-1.47,LMNR
2023-01-31,-12.08,-202.71,3.09,1.08,0.27,7.84,LMNR
2023-04-30,18.46,67.68,,1.18,-111.34,-0.83,LMNR
2023-07-31,8.8,100.09,0.46,1.15,7.14,-0.6,LMNR
2023-10-31,-6.74,-234.53,0.19,0.91,-3.48,-1.83,LMNR
2024-01-31,-2.21,-799.89,0.52,0.92,-2.49,-1.96,LMNR
2024-04-30,5.45,290.49,0.79,0.93,1.1,3.48,LMNR
2024-07-31,26.25,45.88,0.43,0.93,0.92,3.38,LMNR
2024-10-31,5.99,207.08,0.3,0.74,16.08,-0.97,LMNR
2025-01-31,-1.06,-1364.66,0.76,1.05,-4.65,-1.65,LMNR
2025-04-30,6.85,239.03,0.65,1.05,-19.25,-1.84,LMNR
2025-07-31,9.15,114.16,0.86,1.8,-0.24,-0.47,LMNR
2025-10-31,-14.45,-114.24,1.53,1.35,-2.04,-5.07,LMNR
2026-01-31,-33.62,-71.18,4.28,1.16,-2.72,-5.84,LMNR
2020-03-31,7.7,129.9,13.92,0.59,31.39,-0.89,STRS
2020-06-30,-9.34,-1117.51,41.05,0.69,-22.9,3.32,STRS
2020-09-30,-10.59,-211.5,28.02,0.6,-112.4,-13.77,STRS
2020-12-31,-30.54,-183.55,32.82,0.85,-5.69,-10.89,STRS
2021-03-31,43.63,343.03,9.28,0.6,41.4,8.2,STRS
2021-06-30,6.06,1824.34,13.83,2.84,-28.04,-10.26,STRS
2021-09-30,30.65,382.56,13.64,1.99,-36.29,-3.94,STRS
2021-12-31,13.76,10585.94,,1.0,-3.15,39.44,STRS
2022-03-31,24.17,103.07,0.48,0.88,-12.75,1.42,STRS
2022-06-30,43.35,89.74,,2.78,4.79,36.82,STRS
2022-09-30,24.05,217.97,0.44,2.06,-15.71,-1.07,STRS
2022-12-31,9.98,623.66,,1.52,-4.15,-2.95,STRS
2023-03-31,-15.06,-539.93,,1.96,-5.03,-2.89,STRS
2023-06-30,-36.29,-317.8,82.15,5.3,-6.25,-2.72,STRS
2023-09-30,-3.98,-2180.14,92.67,4.76,-18.11,-1.48,STRS
2023-12-31,12.23,611.88,89.01,0.98,-31.18,-0.45,STRS
2024-03-31,30.75,54.79,,3.42,8.02,2.3,STRS
2024-06-30,10.86,416.7,,0.46,-29.73,-0.88,STRS
2024-09-30,2.45,796.79,,0.58,-24.93,-0.19,STRS
2024-12-31,18.27,174.48,,0.7,-7921.29,-0.26,STRS
2025-03-31,5.08,1504.3,,0.5,-22.0,-1.5,STRS
2025-06-30,-18.97,-65.53,2.39,5.25,-8.86,0.14,STRS
2025-09-30,-43.37,-275.55,15.07,2.61,-7.45,-2.68,STRS
2020-03-31,27.05,115.58,0.89,1.36,0.2,-6.05,AMBR
2020-06-30,28.59,84.26,1.0,1.54,1.03,0.21,AMBR
2020-09-30,29.2,99.54,1.12,1.95,2.87,-2.49,AMBR
2020-12-31,29.56,105.12,1.1,1.97,-37.56,0.47,AMBR
2021-03-31,29.37,132.64,1.17,1.94,1.24,-2.45,AMBR
2021-06-30,31.2,96.31,1.58,1.86,-0.78,0.61,AMBR
2021-09-30,25.02,110.77,1.36,1.84,-12.98,-0.8,AMBR
2021-12-31,30.86,121.52,1.17,1.75,-2.38,-2.11,AMBR
2022-03-31,33.76,159.86,1.47,1.84,1.21,-3.38,AMBR
2022-06-30,24.31,289.14,1.62,1.69,0.22,-20.44,AMBR
2022-09-30,22.43,226.27,0.91,1.65,0.88,-9.48,AMBR
2022-12-31,-90.58,-72.28,0.87,1.49,0.06,-171.26,AMBR
2023-03-31,24.97,270.57,,1.38,0.87,-30.27,AMBR
2023-06-30,24.97,270.57,,1.38,0.87,-30.27,AMBR
2023-09-30,27.98,155.36,,1.33,0.4,-13.71,AMBR
2023-12-31,27.98,320.73,,1.33,0.36,-13.71,AMBR
2024-06-30,57.78,144.64,,1.26,-0.78,17.71,AMBR
2024-12-31,51.91,183.82,,1.45,0.21,-136.93,AMBR
2025-06-30,71.34,105.34,,1.13,6.47,0.81,AMBR
2025-09-30,72.26,88.32,,1.26,-7.26,1.21,AMBR
2020-03-31,18.64,68.07,0.76,0.99,0.65,3.8,PESI
2020-06-30,14.99,87.86,0.72,1.21,1.92,0.63,PESI
2020-09-30,15.74,72.95,0.48,1.23,0.82,4.25,PESI
2020-12-31,11.26,94.11,0.7,1.11,0.98,-0.03,PESI
2021-03-31,10.18,142.4,0.32,1.03,-3.88,-3.38,PESI
2021-06-30,5.98,325.16,0.46,1.14,0.38,8.3,PESI
2021-09-30,14.08,161.51,0.56,1.32,0.67,3.27,PESI
2021-12-31,7.47,274.18,0.3,1.16,-0.03,-6.08,PESI
2022-03-31,10.28,215.1,0.3,1.11,-0.1,-3.4,PESI
2022-06-30,14.82,130.51,0.29,1.05,-2.47,-3.78,PESI
2022-09-30,16.62,130.23,0.34,1.06,-1.11,1.7,PESI
2022-12-31,12.05,184.5,0.41,1.04,-0.4,-4.51,PESI
2023-03-31,14.96,119.14,0.36,1.01,0.72,-1.1,PESI
2023-06-30,18.04,81.31,0.28,1.07,-0.27,1.24,PESI
2023-09-30,20.79,89.1,0.57,1.17,0.81,0.88,PESI
2023-12-31,18.9,100.21,0.65,1.18,-0.8,0.21,PESI
2024-03-31,-4.55,-619.35,0.95,1.01,-0.19,-9.82,PESI
2024-06-30,-9.34,-285.53,0.89,1.56,0.69,-7.75,PESI
2024-09-30,7.93,294.98,0.83,1.42,0.62,-21.19,PESI
2024-12-31,4.04,703.7,0.99,2.29,1.95,-5.59,PESI
2025-03-31,4.72,668.65,0.95,2.18,1.79,-6.04,PESI
2025-06-30,10.61,287.07,0.99,2.04,1.85,-4.78,PESI
2025-09-30,14.58,173.43,0.66,1.77,2.52,-3.31,PESI
2020-02-29,74.24,63.22,,4.5,-0.83,5.26,SLP
2020-05-31,78.32,59.96,,2.85,-0.35,6.3,SLP
2020-08-31,71.97,67.9,,23.45,-3.91,1.4,SLP
2020-11-30,77.26,63.1,,23.96,-1.72,1.57,SLP
2021-02-28,77.86,65.94,0.17,20.72,-2.34,1.99,SLP
2021-05-31,80.66,55.93,,18.9,-2.67,2.29,SLP
2021-08-31,71.7,97.53,,12.04,-8.09,0.18,SLP
2021-11-30,77.8,60.76,,14.55,-2.19,1.8,SLP
2022-02-28,80.87,54.2,,15.95,-2.27,2.55,SLP
2022-05-31,82.89,60.11,,24.49,-1.75,2.3,SLP
2022-08-31,77.19,92.34,,18.98,-7.2,0.54,SLP
2022-11-30,77.67,90.55,,18.5,-6.68,0.69,SLP
2023-02-28,83.37,69.28,,21.91,-1.92,2.54,SLP
2023-05-31,81.76,69.13,,15.22,-2.69,2.37,SLP
2023-08-31,78.39,102.32,,10.88,-3.78,0.31,SLP
2023-11-30,67.92,90.25,,15.1,-4.72,1.13,SLP
2024-02-29,72.23,66.4,,8.81,-1.62,2.28,SLP
2024-05-31,71.49,85.82,,11.98,-8.6,1.73,SLP
2024-08-31,36.57,116.86,,3.26,-2.2,0.46,SLP
2024-11-30,53.99,98.77,,4.15,-0.51,0.11,SLP
2025-02-28,58.52,79.34,,4.37,-0.51,1.62,SLP
2025-05-31,64.0,669.57,,5.11,-1.23,-54.38,SLP
2025-08-31,56.38,93.31,,7.67,-3.76,-0.55,SLP
2025-11-30,59.12,93.45,,5.62,-3.2,0.53,SLP
2020-03-31,30.81,146.48,0.48,2.01,0.53,-5.93,TBCH
2020-06-30,36.68,65.93,0.1,1.67,-0.4,11.81,TBCH
2020-09-30,41.01,47.5,0.09,1.72,,18.59,TBCH
2020-12-31,35.84,58.01,0.08,2.16,,14.01,TBCH
2021-03-31,37.46,64.77,0.1,2.36,,6.95,TBCH
2021-06-30,36.54,98.46,0.09,2.3,,1.29,TBCH
2021-09-30,34.31,94.91,0.12,2.13,,1.96,TBCH
2021-12-31,32.48,82.51,0.1,2.47,,3.21,TBCH
2022-03-31,30.07,159.07,0.23,2.8,,-4.75,TBCH
2022-06-30,19.08,371.16,0.2,2.32,-0.06,-14.9,TBCH
2022-09-30,14.15,288.73,0.88,1.76,-0.69,-10.99,TBCH
2022-12-31,19.84,140.57,0.57,2.1,-0.43,-26.12,TBCH
2023-03-31,27.48,145.92,0.32,2.29,,-7.91,TBCH
2023-06-30,24.74,233.03,,2.02,,-21.5,TBCH
2023-09-30,29.9,114.23,0.18,1.76,-0.13,-4.98,TBCH
2023-12-31,31.95,73.72,0.25,2.22,,10.05,TBCH
2024-03-31,31.85,132.12,0.27,1.83,-1.53,0.12,TBCH
2024-06-30,30.17,117.82,2.9,1.39,24.34,-7.15,TBCH
2024-09-30,36.17,81.18,2.87,1.26,2.38,3.35,TBCH
2024-12-31,36.96,56.6,2.04,1.52,0.79,16.7,TBCH
2025-03-31,36.57,93.43,3.14,1.96,2.39,-0.55,TBCH
2025-06-30,28.64,137.94,3.61,1.83,6.33,-2.51,TBCH
2025-09-30,37.36,82.14,4.62,1.6,2.23,1.55,TBCH
2025-12-31,40.07,55.28,1.68,1.98,0.69,13.7,TBCH
2020-03-31,83.18,57.49,13.28,0.48,,2.08,NKSH
2020-06-30,76.39,63.67,12.79,0.48,,1.52,NKSH
2020-09-30,87.54,55.33,11.24,0.47,,2.06,NKSH
2020-12-31,92.26,51.39,7.69,0.53,,2.47,NKSH
2021-03-31,93.15,53.09,6.47,0.53,,2.52,NKSH
2021-06-30,93.5,53.71,6.5,0.54,,2.41,NKSH
2021-09-30,97.6,47.8,5.27,0.54,,3.01,NKSH
2021-12-31,95.41,51.45,5.03,0.56,,2.74,NKSH
2022-03-31,94.09,52.68,4.91,0.53,,3.03,NKSH
2022-06-30,93.18,48.26,4.61,0.5,,4.09,NKSH
2022-09-30,93.43,47.14,4.92,0.48,,5.49,NKSH
2022-12-31,94.77,38.82,5.18,0.48,,7.59,NKSH
2023-03-31,80.93,58.3,19.07,0.47,,3.46,NKSH
2023-06-30,69.05,63.01,30.94,0.46,,3.04,NKSH
2023-09-30,66.25,66.83,35.96,0.44,,2.65,NKSH
2023-12-31,65.33,56.37,39.59,0.47,,2.98,NKSH
2024-03-31,57.38,74.25,42.68,0.48,,1.56,NKSH
2024-06-30,49.81,105.01,43.47,0.43,,-0.21,NKSH
2024-09-30,56.0,72.49,44.03,0.42,,1.59,NKSH
2024-12-31,59.86,70.04,40.43,0.09,,1.97,NKSH
2025-03-31,60.39,68.87,38.28,0.1,,1.93,NKSH
2025-06-30,63.58,79.97,36.25,0.42,,1.36,NKSH
2025-09-30,64.37,61.02,34.21,0.05,,2.47,NKSH
2025-12-31,71.66,54.53,31.19,0.57,,3.18,NKSH
2020-12-31,19.79,1870.37,0.01,0.52,0.07,40.91,MKTW
2021-03-31,-10.94,-4594.31,,0.64,0.07,39.82,MKTW
2021-06-30,81.13,107.75,,0.78,6.98,0.51,MKTW
2021-09-30,55.91,574.38,,0.54,0.09,684.59,MKTW
2021-12-31,88.01,77.33,0.09,0.62,-0.71,-17.66,MKTW
2022-03-31,87.12,85.38,0.13,0.41,-1.15,-11.28,MKTW
2022-06-30,87.32,79.09,0.17,0.68,-1.5,-30.9,MKTW
2022-09-30,87.93,79.4,0.15,0.69,-1.56,14.5,MKTW
2022-12-31,88.74,78.14,,0.72,-1.47,-20.27,MKTW
2023-03-31,87.89,72.41,,0.84,-1.23,-8.82,MKTW
2023-06-30,85.88,89.98,,0.86,-4.62,-0.25,MKTW
2023-09-30,86.99,88.04,,0.86,-3.72,-1.06,MKTW
2023-12-31,88.35,98.75,,0.72,-9.16,-1.25,MKTW
2024-03-31,87.73,77.46,,0.7,-1.41,-17.69,MKTW
2024-06-30,87.26,76.73,,0.63,-1.18,-6.52,MKTW
2024-09-30,86.72,74.01,,0.61,-0.99,-8.83,MKTW
2024-12-31,88.7,72.01,,0.65,-0.8,-17.05,MKTW
2025-03-31,85.71,76.56,,0.62,-1.09,-5.63,MKTW
2025-06-30,86.3,78.53,,0.54,-1.1,-8.23,MKTW
2025-09-30,86.79,74.74,,0.51,-0.58,-10.37,MKTW
2025-12-31,86.38,82.4,,0.56,-0.97,-16.5,MKTW
2024-12-31,,-949.53,,1.94,-0.66,-1.85,NVA
2025-06-30,,-1353.53,,3.49,,-7.72,NVA
2025-12-31,,-4967.77,,3.63,0.99,-7.46,NVA
2020-03-31,8.48,268.56,3.63,0.3,-64.86,-5.19,RDIB
2020-06-30,-345.62,-87.66,58.56,0.51,-6.92,-22.35,RDIB
2020-09-30,-73.94,-130.59,23.34,0.36,-10.37,-22.28,RDIB
2020-12-31,-43.91,-122.94,21.16,0.47,-15.54,-22.37,RDIB
2021-03-31,-15.16,-332.72,20.48,0.86,2.71,20.06,RDIB
2021-06-30,5.84,695.91,8.34,1.09,2.56,19.55,RDIB
2021-09-30,-0.37,-9259.83,9.65,1.05,-47.27,-9.84,RDIB
2021-12-31,14.62,159.36,6.51,0.94,17.35,0.34,RDIB
2022-03-31,-1.14,-2460.87,7.97,0.6,-15.44,-16.58,RDIB
2022-06-30,17.88,113.63,5.18,0.49,12.43,-2.99,RDIB
2022-09-30,6.91,290.36,7.21,0.42,23.91,-7.55,RDIB
2022-12-31,-9.22,-93.13,8.79,0.39,-349.85,-21.03,RDIB
2023-03-31,4.23,506.6,8.99,0.26,-39.08,-21.89,RDIB
2023-06-30,17.81,84.56,7.49,0.36,14.67,-5.86,RDIB
2023-09-30,16.53,90.74,7.62,0.33,15.12,-10.48,RDIB
2023-12-31,-5.47,-180.68,11.82,0.3,57.23,-37.43,RDIB
2024-03-31,-4.68,-257.26,11.73,0.15,75.06,-73.5,RDIB
2024-06-30,1.96,573.56,11.22,0.4,-942.84,-93.47,RDIB
2024-09-30,7.8,105.25,8.7,0.42,32.37,-133.64,RDIB
2024-12-31,10.7,130.42,9.2,0.35,26.78,51.31,RDIB
2025-03-31,4.08,520.95,11.81,0.23,29.97,58.93,RDIB
2025-06-30,19.3,75.2,7.21,0.16,13.64,34.71,RDIB
2025-09-30,8.3,107.6,8.0,0.17,11.0,34.46,RDIB
2020-01-19,33.82,32.78,6.64,0.38,11.33,-0.94,JACK
2020-04-12,32.4,53.11,7.15,0.77,12.29,-1.31,JACK
2020-07-05,36.03,29.22,6.48,0.88,7.47,-3.94,JACK
2020-09-30,36.44,29.08,6.14,0.99,6.92,-4.77,JACK
2021-01-17,36.11,27.27,6.13,1.21,4.96,-6.79,JACK
2021-04-11,36.6,31.07,5.93,0.7,7.0,-4.6,JACK
2021-07-04,37.19,32.77,5.64,0.58,6.88,-4.93,JACK
2021-09-30,34.11,27.61,5.89,0.51,6.83,-4.76,JACK
2022-01-23,33.47,36.08,5.88,0.58,6.34,-5.0,JACK
2022-04-17,28.49,58.35,8.24,0.41,15.75,-0.99,JACK
2022-07-10,28.12,53.69,4.97,0.44,11.28,-2.98,JACK
2022-09-30,28.34,26.03,4.94,0.54,7.64,-6.23,JACK
2023-01-22,30.64,37.5,5.03,0.57,6.34,-7.57,JACK
2023-07-09,30.15,46.9,4.84,0.56,9.71,-4.13,JACK
2023-09-30,20.71,31.78,5.14,0.58,11.42,-3.05,JACK
2024-01-21,30.81,47.09,5.2,0.44,8.09,-5.46,JACK
2024-04-14,30.3,51.05,5.2,0.44,11.79,-3.56,JACK
2024-07-07,29.56,193.7,5.12,0.43,-8.84,14.46,JACK
2024-09-30,25.73,43.14,5.4,0.42,12.41,-2.58,JACK
2025-01-19,30.96,48.94,5.32,0.5,8.49,-4.07,JACK
2025-04-13,29.08,260.43,5.56,0.47,-5.36,14.57,JACK
2025-07-06,28.46,56.96,5.51,0.46,14.65,-2.31,JACK
2025-09-28,26.52,72.25,5.69,0.51,20.2,-0.62,JACK
2026-01-18,26.25,40.34,6.95,0.66,9.36,-4.8,JACK
2020-03-31,-78.75,-71.74,,3.76,1.4,-30.42,VYGR
2020-06-30,-2.59,-1110.38,,3.65,3.47,-11.29,VYGR
2020-09-30,78.75,8.92,,5.14,-0.34,51.5,VYGR
2020-12-31,-236.48,-53.5,,7.39,0.62,-10.32,VYGR
2021-03-31,-243.73,-61.5,,7.1,0.73,-15.89,VYGR
2021-06-30,-1337.36,-57.51,,6.02,0.66,-27.25,VYGR
2021-09-30,-1108.77,-53.03,,4.73,0.69,-28.75,VYGR
2021-12-31,50.06,59.43,2.29,2.68,-2.55,6.01,VYGR
2022-03-31,-2080.7,-55.94,,1.68,1.2,-28.08,VYGR
2022-06-30,-1659.41,-63.92,,1.55,0.74,-31.78,VYGR
2022-09-30,52.94,33.6,,2.01,-1.16,22.08,VYGR
2022-12-31,1038.77,-52.56,,1.72,0.8,-40.03,VYGR
2023-03-31,87.66,6.84,,15.18,-0.5,57.17,VYGR
2023-06-30,-353.02,-48.41,,6.22,2.29,-11.16,VYGR
2023-09-30,-460.53,-38.86,,4.25,0.39,-14.7,VYGR
2023-12-31,98.52,39.07,,4.96,-0.21,23.86,VYGR
2024-03-31,93.87,188.34,,5.64,1.59,-3.32,VYGR
2024-06-30,-8.03,-532.9,,9.51,0.66,-3.02,VYGR
2024-09-30,100.0,155.95,,8.45,1.33,-2.74,VYGR
2024-12-31,100.0,710.05,,5.56,0.19,-11.5,VYGR
2025-03-31,100.0,635.96,,6.1,0.24,-11.38,VYGR
2025-06-30,100.0,804.33,,5.43,0.03,-13.68,VYGR
2025-09-30,100.0,328.91,,6.19,0.06,-12.69,VYGR
2025-12-31,73.53,365.45,,7.64,0.25,-13.99,VYGR
2020-03-31,-5532.94,-23.08,,,,-13.37,HUMA
2020-06-30,-5871.21,-23.43,,,-0.0,1694533.03,HUMA
2020-09-30,-1507.44,-24.93,60.07,11.18,0.02,-17.87,HUMA
2020-12-31,-10544.35,-19.86,436.29,3.69,0.2,-22.94,HUMA
2021-03-31,-903.23,-1312.07,343.87,3.03,-0.02,-36.6,HUMA
2021-06-30,-2011.3,-38.85,176.09,1.95,-0.19,-41.72,HUMA
2021-09-30,-6284.23,-35.64,499.59,11.49,2.68,-41.61,HUMA
2021-12-31,-9080.79,-34.55,788.7,20.75,2.12,34.86,HUMA
2022-03-31,-780.26,-1097.08,614.59,19.45,2.25,-19.09,HUMA
2022-06-30,-1026.21,-38.8,114.37,17.46,1.97,25.92,HUMA
2022-09-30,-6503.23,-1065.38,5293.55,9.75,1.31,-21.3,HUMA
2022-12-31,,-39.0,,7.88,1.33,-3.18,HUMA
2023-03-31,,,,5.67,0.6,-45.15,HUMA
2023-06-30,,-30.14,,10.59,0.67,-37.15,HUMA
2023-09-30,,-1772.4,,6.79,0.47,-70.27,HUMA
2023-12-31,,-675.07,,4.52,0.29,-185.34,HUMA
2024-03-31,,-1383.98,,8.37,0.86,-121.96,HUMA
2024-06-30,,-1518.16,,5.41,0.36,200.31,HUMA
2024-09-30,,-1568.49,,1.1,0.02,61.52,HUMA
2024-12-31,50.0,877.2,34.7,2.4,0.43,39.76,HUMA
2025-03-31,-282.79,-1485.77,580.27,3.68,-0.27,108.59,HUMA
2025-06-30,-588.7,-1577.6,845.51,2.45,-0.35,-929.37,HUMA
2025-09-30,65.47,5047.26,346.88,1.62,-0.2,368.55,HUMA
2025-06-30,,,,1.85,,-0.03,BRR
2025-09-30,,,,3.42,,0.64,BRR
2020-03-31,70.03,86.33,,1.46,-4.08,5.92,EGAN
2020-06-30,73.6,81.77,,1.41,-4.02,6.21,EGAN
2020-09-30,75.71,83.7,,1.51,-4.38,5.41,EGAN
2020-12-31,75.51,86.94,,1.59,-5.34,3.94,EGAN
2021-03-31,75.45,89.41,,1.63,-6.06,2.96,EGAN
2021-06-30,74.92,90.01,,1.49,-7.49,4.45,EGAN
2021-09-30,75.3,95.72,,1.6,-15.76,1.12,EGAN
2021-12-31,73.58,103.71,,1.71,68.02,-1.57,EGAN
2022-03-31,72.65,102.74,,1.75,200.63,-1.09,EGAN
2022-06-30,71.92,110.19,,1.66,12.83,-2.72,EGAN
2022-09-30,74.63,103.63,,1.74,62.71,-0.03,EGAN
2022-12-31,73.62,98.87,,1.83,-31.48,-0.17,EGAN
2023-03-31,67.0,103.32,,1.91,206.4,-0.6,EGAN
2023-06-30,72.86,86.86,,1.72,-6.37,4.22,EGAN
2023-09-30,71.72,91.83,,1.92,-10.67,4.04,EGAN
2023-12-31,70.65,85.59,,1.98,-7.5,3.27,EGAN
2024-03-31,69.32,93.95,,1.97,-15.64,2.34,EGAN
2024-06-30,69.25,92.34,,1.69,-10.67,2.57,EGAN
2024-09-30,69.42,96.64,,1.79,-18.14,1.17,EGAN
2024-12-31,70.16,95.86,,1.84,-16.61,1.21,EGAN
2025-03-31,68.0,99.81,,1.72,-141.17,0.13,EGAN
2025-06-30,72.65,80.76,,1.6,-4.39,38.23,EGAN
2025-09-30,75.2,83.97,,1.76,-3.78,3.38,EGAN
2025-12-31,73.14,87.83,,1.9,-5.78,2.63,EGAN
2020-03-31,14.01,160.24,0.02,2.9,1.33,-2.61,FLXS
2020-06-30,9.16,633.49,0.1,3.4,0.31,-14.67,FLXS
2020-09-30,21.68,65.33,,3.2,-0.61,2.27,FLXS
2020-12-31,20.47,59.66,,3.16,-0.47,5.02,FLXS
2021-03-31,19.53,72.53,,3.0,0.49,2.98,FLXS
2021-06-30,19.4,73.1,0.01,2.29,0.96,3.48,FLXS
2021-09-30,17.0,74.91,0.15,3.39,2.71,2.56,FLXS
2021-12-31,6.72,190.65,0.16,3.41,-3.46,-4.87,FLXS
2022-03-31,15.72,73.66,0.13,2.95,2.82,3.78,FLXS
2022-06-30,14.19,79.82,0.19,2.94,3.99,-0.21,FLXS
2022-09-30,16.04,97.21,0.34,3.04,16.13,0.22,FLXS
2022-12-31,17.01,76.25,0.34,3.34,4.58,2.16,FLXS
2023-03-31,18.82,88.65,0.26,2.98,6.45,1.11,FLXS
2023-06-30,19.95,79.94,0.42,3.1,4.55,7.17,FLXS
2023-09-30,19.46,89.58,0.6,3.53,8.78,0.53,FLXS
2023-12-31,21.93,79.12,0.49,3.07,3.79,2.13,FLXS
2024-03-31,21.75,87.21,0.31,2.79,4.78,1.24,FLXS
2024-06-30,21.27,67.77,0.14,2.57,1.9,3.27,FLXS
2024-09-30,21.51,72.97,0.05,2.84,2.2,2.68,FLXS
2024-12-31,21.02,48.9,0.02,2.93,1.07,5.59,FLXS
2025-03-31,22.23,119.97,,2.93,-2.39,-2.37,FLXS
2025-06-30,23.94,49.07,,2.78,0.32,6.38,FLXS
2025-09-30,23.49,65.36,,3.0,0.47,4.26,FLXS
2025-12-31,22.68,66.46,,3.01,0.47,3.71,FLXS
2020-03-31,72.71,111.78,8.91,0.79,17.1,-4.09,RPAY
2020-06-30,76.09,124.09,10.15,3.11,-0.34,-19.93,RPAY
2020-09-30,72.12,148.3,9.63,3.61,5.26,-1.3,RPAY
2020-12-31,72.35,129.46,8.68,1.82,3.48,-1.81,RPAY
2021-03-31,73.75,125.08,2.49,6.91,1.0,-2.44,RPAY
2021-06-30,73.72,134.55,1.69,2.32,12.97,-1.41,RPAY
2021-09-30,74.99,126.65,1.25,2.51,6.65,-0.71,RPAY
2021-12-31,75.88,143.78,1.47,1.04,7.43,-1.8,RPAY
2022-03-31,75.48,113.55,1.46,1.35,7.16,1.54,RPAY
2022-06-30,75.19,132.67,1.56,1.51,9.4,0.0,RPAY
2022-09-30,76.75,109.89,1.54,1.52,5.48,0.65,RPAY
2022-12-31,79.5,131.66,1.66,1.42,22.93,-0.75,RPAY
2023-03-31,75.9,131.75,1.56,2.65,6.96,-3.03,RPAY
2023-06-30,76.54,117.96,1.27,3.2,7.07,-0.53,RPAY
2023-09-30,76.27,109.03,0.14,3.3,4.49,-0.7,RPAY
2023-12-31,77.28,233.61,,3.14,4.3,-8.99,RPAY
2024-03-31,76.25,104.07,1.13,3.44,3.42,-0.64,RPAY
2024-06-30,78.21,105.84,1.21,3.83,3.43,-0.5,RPAY
2024-09-30,77.78,101.1,3.69,2.7,2.56,0.43,RPAY
2024-12-31,76.29,101.96,4.05,2.69,4.49,-0.54,RPAY
2025-03-31,75.86,106.17,4.02,3.71,5.27,-1.05,RPAY
2025-06-30,75.66,283.33,4.08,0.85,-1.07,-16.14,RPAY
2025-09-30,74.35,105.21,3.97,0.81,4.2,-1.04,RPAY
2025-12-31,-55.61,-78.47,5.94,0.82,0.55,-28.92,RPAY
2020-03-21,27.39,76.27,0.12,5.41,-0.34,1.56,ESCA
2020-07-11,27.82,53.21,0.07,3.26,-0.31,6.57,ESCA
2020-10-03,30.13,45.52,0.06,2.57,-0.1,7.22,ESCA
2020-12-31,23.88,61.24,0.14,3.16,0.91,3.66,ESCA
2021-03-20,29.45,59.11,0.4,4.14,1.3,3.84,ESCA
2021-07-10,25.15,57.38,0.39,4.01,0.84,5.6,ESCA
2021-10-02,22.52,58.09,0.51,3.38,1.53,4.12,ESCA
2021-12-31,22.22,60.72,0.65,3.55,1.91,3.32,ESCA
2022-03-19,27.8,55.15,0.77,3.58,2.28,4.39,ESCA
2022-07-09,25.15,65.48,1.0,3.86,2.53,3.64,ESCA
2022-10-01,18.2,69.04,1.27,4.21,4.83,1.88,ESCA
2022-12-31,22.41,69.79,1.83,4.83,4.36,1.71,ESCA
2023-03-31,19.41,98.65,2.42,5.13,16.11,-0.61,ESCA
2023-06-30,24.56,62.41,2.33,5.28,3.02,2.3,ESCA
2023-09-30,24.72,64.46,1.81,3.98,2.55,2.65,ESCA
2023-12-31,24.33,68.88,1.63,4.41,2.33,1.74,ESCA
2024-03-31,24.01,77.76,1.28,4.44,3.49,1.08,ESCA
2024-06-30,23.22,69.3,1.17,4.6,2.2,1.71,ESCA
2024-09-30,24.79,52.51,0.78,3.45,0.94,3.33,ESCA
2024-12-31,24.94,71.7,0.48,3.88,0.96,1.6,ESCA
2025-03-31,26.66,75.31,0.44,4.05,1.55,1.55,ESCA
2025-06-30,23.69,79.63,0.39,4.15,0.83,1.08,ESCA
2025-09-30,28.13,61.71,1.65,3.3,0.15,3.22,ESCA
2025-12-31,27.74,70.3,0.28,4.28,0.3,2.14,ESCA
2020-03-31,50.86,121.67,,2.21,3.76,-1.87,SPOK
2020-06-30,57.51,84.63,,2.19,-1.16,1.53,SPOK
2020-09-30,56.93,87.27,,2.12,-1.6,1.28,SPOK
2020-12-31,72.42,97.95,,2.07,0.39,-23.23,SPOK
2021-03-31,52.21,109.25,,2.03,-5.62,-1.17,SPOK
2021-06-30,53.76,108.38,,2.0,-5.35,-0.37,SPOK
2021-09-30,51.11,119.41,,1.82,5.93,-1.3,SPOK
2021-12-31,68.24,121.84,,1.71,0.38,-9.6,SPOK
2022-03-31,53.43,123.09,,1.45,0.49,-4.51,SPOK
2022-06-30,56.3,84.92,,1.41,-0.34,1.23,SPOK
2022-09-30,58.0,74.24,,1.37,-1.04,1.91,SPOK
2022-12-31,76.55,84.93,,1.31,-1.2,14.08,SPOK
2023-03-31,56.72,74.88,,1.33,-0.58,1.85,SPOK
2023-06-30,60.39,71.28,,1.31,-0.54,2.84,SPOK
