Ceyrek,Brut_Kar_Marji_%,FaalGid_BrutKar_%,FinansGid_Gelir_%,Cari_Oran,NetBorc_FAVOK,ROE_%,EPS,FK_Orani,Hisse,BKM_Filtre,FGBK_Filtre,FGG_Filtre,FK_Filtre,FS_Filtre,CO_Filtre,NB_Filtre,ROE_Filtre,EPS_Artis_Filtre,Icsel_Deger,Toplam_Gecilen
,,,,,,,,,ALKIM,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,13.83,66.64,0.94,2.57,-0.37,-0.65,-0.0739,-56.19,ALKIM,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,-3.75,-108.2,0.66,2.52,-6.49,-1.79,-0.2131,-19.48,ALKIM,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,16.73,60.95,,2.2,-0.87,-2.88,-0.3666,-11.32,ALKIM,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,1
,9.2,94.37,0.3,1.96,3.04,0.9,0.1217,34.1,ALKIM,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,12.03,3
,9.97,97.56,0.6,1.96,-0.03,-0.94,-0.1361,-30.49,ALKIM,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,,3
,,,,,,,,,ALKLC,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,28.74,60.7,11.26,1.28,-4.35,-9.55,-1.4047,-47.56,ALKLC,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,29.29,63.69,9.66,1.21,1.15,3.89,0.6509,102.64,ALKLC,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,64.35,2
,31.58,40.89,15.42,1.12,1.63,0.19,0.0338,1977.74,ALKLC,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,3.34,1
,37.35,40.1,16.98,1.06,1.49,3.2,0.6114,109.27,ALKLC,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,60.44,1
,35.73,39.36,20.65,1.02,1.85,-0.0,-0.0003,-254549.78,ALKLC,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,1
,,,,,,,,,ALVES,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,ALVES,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,22.7,14.67,11.13,1.27,1.19,-1.28,-0.016,-46.88,ALVES,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,13.4,31.18,6.39,1.13,4.31,0.53,0.0073,102.33,ALVES,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,0.72,1
,22.7,11.93,14.38,1.14,1.16,1.77,0.0264,28.39,ALVES,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,2.61,3
,18.18,17.01,13.7,1.2,1.46,0.3,0.0049,153.57,ALVES,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,0.48,3
,33.06,7.54,23.05,1.16,0.99,1.36,0.0232,32.39,ALVES,GECMEDI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,2.29,2
,,,,,,,,,ANELE,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,2.6,2326.8,6.3,1.06,-10.09,-11.66,-1.0943,-3.24,ANELE,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,43.27,255.04,5.41,1.02,5.8,0.06,0.0058,614.48,ANELE,GECTI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,0.57,2
,4.61,93.73,1.72,1.0,2.05,7.07,0.7027,5.05,ANELE,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,69.47,3
,-3.35,-50.91,8.84,0.99,5.4,-2.54,-0.2543,-13.94,ANELE,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,2
,2.08,34.83,3.84,0.98,3.5,2.58,0.2753,12.88,ANELE,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,27.22,3
,,,,,,,,,ANGEN,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,ANGEN,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,56.8,83.98,1.5,8.66,-1.14,-2.0,-0.1409,-18.33,ANGEN,GECTI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,65.74,101.1,1.07,5.96,0.43,-6.53,-0.4788,-5.39,ANGEN,GECTI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,61.99,108.28,1.26,4.41,0.43,-5.51,-0.4107,-6.29,ANGEN,GECTI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,69.37,97.9,1.36,3.71,-0.86,-4.62,-0.3521,-7.33,ANGEN,GECTI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,58.65,132.83,8.04,2.82,1.51,-1.04,-0.0822,-31.4,ANGEN,GECTI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,,,,,,,,,ANHYT,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,9.01,1.8063,16.61,ANHYT,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,178.57,0
,,,,,,12.98,3.0408,9.87,ANHYT,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,300.6,1
,,,,,,13.16,2.5747,11.65,ANHYT,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,254.53,1
,,,,,,14.01,3.2948,9.11,ANHYT,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,325.71,1
,,,,,,,,,ANHYT,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,14.06,4.4653,6.72,ANHYT,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,441.43,1
,,,0.46,,,15.82,1.4076,4.93,ANSGR,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,139.15,2
,,,,,,12.78,1.2984,5.35,ANSGR,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,128.36,1
,,,1.77,,,13.74,1.63,4.26,ANSGR,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,161.14,2
,,,6.62,,,8.51,0.9887,7.02,ANSGR,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,97.74,2
,,,10.46,,,12.14,1.6214,4.28,ANSGR,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,160.29,2
,,,,,,,,,ARCLK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,26.4,98.23,6.16,1.13,3.29,-7.43,-8.5218,-3.37,ARCLK,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,26.99,111.01,4.79,1.04,1.75,7.61,10.2035,2.81,ARCLK,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,1008.69,3
,28.66,99.27,4.13,1.01,3.47,-2.3,-2.4995,-11.48,ARCLK,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,28.4,96.26,4.89,0.96,3.89,-3.39,-3.5602,-8.06,ARCLK,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,28.97,97.9,6.97,0.97,2.17,-2.73,-2.926,-9.81,ARCLK,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,,,,,,,,,ARENA,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,5.95,7.34,2.94,1.02,3.08,1.52,0.1704,37.44,ARENA,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,16.85,3
,5.29,61.34,2.75,1.24,4.73,67.34,21.3403,0.3,ARENA,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECTI,GECMEDI,2109.64,3
,5.5,130.72,3.76,1.17,-13.66,-12.93,-3.6646,-1.74,ARENA,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,5.62,25.55,4.26,1.15,14.43,-13.97,-3.4518,-1.85,ARENA,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,2
,4.87,110.84,3.68,1.14,10.08,-9.5,-2.1313,-2.99,ARENA,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,1
,,,,,,,,,ARSAN,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,ARSAN,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,110.68,7.07,5.2,16.76,-12.0,-1.89,-0.0724,-14.25,ARSAN,GECTI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,4
,-18.8,-1267.29,12.99,23.18,-2.21,2.48,0.1061,9.73,ARSAN,GECMEDI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,10.49,4
,7.6,1972.79,17.48,18.02,-18.77,-0.74,-0.038,-27.19,ARSAN,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,1
,37.19,371.48,1.61,5.3,2.28,-3.07,-0.1651,-6.25,ARSAN,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,22.63,710.78,10.26,21.34,3.0,-2.24,-0.135,-7.65,ARSAN,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,,,,,,,,,ARTMS,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,ARTMS,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,42.4,6.46,0.18,5.98,-0.04,6.76,1.8842,4.96,ARTMS,GECTI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,186.27,5
,30.56,52.72,7.76,5.21,-0.08,3.92,1.0474,8.93,ARTMS,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,103.54,3
,33.66,47.11,16.81,4.48,-0.18,3.03,0.8849,10.57,ARTMS,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,87.48,2
,28.77,112.54,0.42,4.22,6.14,0.82,0.2585,36.17,ARTMS,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,25.55,1
,71.26,15.88,80.53,3.75,0.13,3.57,1.1197,8.35,ARTMS,GECTI,GECTI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,110.69,4
,,,,,,,,,ARZUM,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,30.49,68.9,19.45,1.01,3.41,-58.53,-0.325,-2.05,ARZUM,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,1
,26.22,79.11,13.66,0.97,2.7,-32.88,-0.1558,-4.29,ARZUM,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,32.93,70.4,16.51,0.93,1.81,-34.58,-0.1274,-5.24,ARZUM,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,1
,32.13,82.12,21.85,0.89,2.42,-127.97,-0.219,-3.05,ARZUM,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,1
,24.14,158.68,19.28,0.84,-2.11,-161.04,-0.4169,-1.6,ARZUM,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,1
,,,,,,,,,ASELS,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,29.08,35.26,4.42,1.52,3.05,2.15,0.5858,145.64,ASELS,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,57.91,3
,32.59,27.4,2.68,1.52,0.33,6.53,2.0081,42.48,ASELS,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,198.52,4
,29.93,38.56,2.47,1.5,-12.49,1.45,0.4989,171.01,ASELS,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECTI,GECTI,GECMEDI,GECMEDI,49.32,3
,33.69,25.94,3.04,1.34,2.84,2.36,0.8757,97.42,ASELS,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,86.57,3
,32.75,26.87,3.65,1.39,0.12,7.31,4.0129,21.26,ASELS,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,396.7,3
,-379.74,-70.57,4.88,580.65,0.43,-4.44,-1.203,-2.33,ASGYO,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,-141.58,-133.98,,517.21,9.02,-3.24,-0.9186,-3.05,ASGYO,GECMEDI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,1
,83.86,166.54,,570.62,-10.62,1.54,0.4549,6.16,ASGYO,GECTI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,44.97,3
,83.17,128.5,1.18,391.79,0.45,-3.55,-0.8492,-3.3,ASGYO,GECTI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,38.94,365.7,,520.31,14.09,-1.1,-0.2754,-10.17,ASGYO,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,ATAGY,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,ATAGY,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,74.16,75.67,2.56,24.61,-0.72,5.21,0.8071,4.01,ATAGY,GECTI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,79.79,4
,70.41,83.61,3.02,20.95,-15.13,0.03,0.0043,745.45,ATAGY,GECTI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,0.43,3
,65.03,83.74,2.69,10.15,-1.65,0.68,0.0951,34.05,ATAGY,GECTI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,9.4,3
,57.74,99.24,1.97,12.01,12.02,-0.52,-0.0779,-41.55,ATAGY,GECTI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,2
,59.1,90.44,3.26,9.01,-0.3,-1.07,-0.1638,-19.77,ATAGY,GECTI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,17.78,67.2,1.03,3.39,-0.79,1.34,0.3674,35.82,ATAKP,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,36.32,2
,13.89,0.9,1.59,3.02,-0.49,-1.25,-0.3707,-35.51,ATAKP,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,16.96,30.32,0.45,3.08,0.13,3.75,1.2542,10.5,ATAKP,GECMEDI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,123.99,3
,9.19,58.75,0.92,4.55,0.44,0.07,0.0243,541.49,ATAKP,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,2.4,2
,10.33,178.68,1.73,5.3,0.41,0.18,0.0682,192.9,ATAKP,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,6.74,2
,,,,,,,,,ATATP,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,62.24,53.24,2.75,2.42,-0.23,13.11,7.4903,4.94,ATATP,GECTI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,740.47,4
,58.73,65.54,0.76,2.37,-0.42,7.03,4.4764,8.27,ATATP,GECTI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,442.52,4
,67.85,72.22,2.67,2.1,-0.4,5.42,4.0215,9.21,ATATP,GECTI,GECMEDI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,397.55,4
,92.73,12.34,0.8,2.17,-0.05,30.62,38.3787,0.96,ATATP,GECTI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECTI,GECMEDI,3794.01,6
,82.36,23.87,1.37,2.39,-0.1,12.35,19.0481,1.94,ATATP,GECTI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,1883.04,5
,-37.68,-48.22,3.34,1.07,-2.9,-2.44,-2.6986,-11.09,ATEKS,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,42.84,1.81,26.45,1.1,0.54,0.06,0.0692,432.58,ATEKS,GECTI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,6.84,3
,-11.23,-260.69,3.48,0.94,-0.94,-1.85,-2.4045,-12.45,ATEKS,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
,,,,,,,,,ATLAS,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,ATLAS,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,2.51,1.43,,410.12,,-1.42,-0.1129,-20.25,ATLAS,GECMEDI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,1
,9.92,12.75,,445.53,,-5.93,-0.3734,-6.13,ATLAS,GECMEDI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,1
,6.78,7.03,,420.47,,7.54,0.5445,4.2,ATLAS,GECMEDI,GECTI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,53.83,2
,2.17,10.14,,67.6,,1.36,0.1073,21.32,ATLAS,GECMEDI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,10.61,1
,-0.46,-44.91,,372.26,,-8.71,-0.6539,-3.5,ATLAS,GECMEDI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,1
,,,,,,,,,AVHOL,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,25.89,9.78,2.18,1.4,0.11,16.46,2.5359,3.68,AVHOL,GECMEDI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,250.69,4
,-1021.63,-39.92,270.11,1.26,-0.44,-2.92,-0.4632,-20.14,AVHOL,GECMEDI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,19.8,28.32,34.53,3.04,0.06,52.11,18.9877,0.49,AVHOL,GECMEDI,GECTI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECTI,GECTI,GECMEDI,1877.07,4
,27.02,74.67,23.34,3.27,0.21,10.99,4.771,1.96,AVHOL,GECMEDI,GECMEDI,GECMEDI,GECTI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,471.65,2
,-38.98,-101.62,86.95,2.62,-0.4,-10.52,-4.444,-2.1,AVHOL,GECMEDI,GECTI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,,,,,,,,,AVOD,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,,,,,,,,,AVOD,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,6.82,159.75,11.0,1.4,-9.15,-2.84,-0.1476,-7.84,AVOD,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,2
,17.57,60.93,16.46,1.47,2.76,-5.17,-0.2145,-5.4,AVOD,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,1
,23.26,34.2,16.24,1.35,16.61,-6.64,-0.2737,-4.23,AVOD,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,4.83,234.23,26.36,1.31,2.0,-1.97,-0.0856,-13.52,AVOD,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,1
,14.85,61.8,9.1,1.25,14.45,-0.25,-0.0112,-103.54,AVOD,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,1
,,,,,,,,,AVPGY,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,0
,69.48,4.55,0.03,13.04,,0.28,0.2534,50.6,AVPGY,GECTI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,25.05,3
,78.49,6.07,0.01,9.91,,-4.33,-4.4143,-2.91,AVPGY,GECTI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,3
,62.25,25.6,0.02,8.21,,0.64,0.5555,23.09,AVPGY,GECTI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,54.92,3
,67.55,4.59,0.02,5.73,,2.89,2.6744,4.8,AVPGY,GECTI,GECTI,GECTI,GECTI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,264.38,4
,30.57,19.37,0.02,3.2,,-0.21,-0.2112,-60.73,AVPGY,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECMEDI,GECMEDI,GECMEDI,,2
,17.78,178.31,11.87,0.61,0.92,0.61,0.6918,263.81,AYCES,GECMEDI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,68.39,2
,46.29,44.93,8.32,0.92,0.16,2.18,2.7487,66.39,AYCES,GECTI,GECMEDI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,271.73,3
,4.43,813.96,26.94,1.0,0.45,-0.87,-1.6884,-108.09,AYCES,GECMEDI,GECMEDI,GECMEDI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,1
,-27.51,-228.03,7.27,0.68,-0.15,-0.84,-1.3591,-134.28,AYCES,GECMEDI,GECTI,GECTI,GECMEDI,VERI_YOK,GECMEDI,GECTI,GECMEDI,GECMEDI,,3
